bird,view,seconds,x,y,z,visible,state
maya,before,1.585,-3.000,1.410,5.878,True,fly|wait=28.85|panic=0.00|target=1|speed=0.00|near=True|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.689,-3.000,1.668,6.223,True,fly|wait=28.85|panic=0.00|target=1|speed=0.00|near=True|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.791,-3.000,2.041,6.720,True,fly|wait=28.85|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.892,-3.000,2.307,7.075,True,fly|wait=28.85|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.994,-3.000,2.483,7.309,True,fly|wait=28.85|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,2.102,-3.000,2.762,7.682,True,fly|wait=28.85|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,2.208,-3.000,3.001,8.000,False,fly|wait=23.92|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.310,-3.000,3.001,8.000,False,fly|wait=23.78|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.411,-3.000,3.001,8.000,False,fly|wait=23.68|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.512,-3.000,3.001,8.000,False,fly|wait=23.62|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.617,-3.000,3.001,8.000,False,fly|wait=23.51|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.718,-3.000,3.001,8.000,False,fly|wait=23.41|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.820,-3.000,3.001,8.000,False,fly|wait=23.31|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.925,-3.000,3.001,8.000,False,fly|wait=23.21|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.026,-3.000,3.001,8.000,False,fly|wait=23.10|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.128,-3.000,3.001,8.000,False,fly|wait=23.00|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.231,-3.000,3.001,8.000,False,fly|wait=22.90|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.334,-3.000,3.001,8.000,False,fly|wait=22.79|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.441,-3.000,3.001,8.000,False,fly|wait=22.69|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.543,-3.000,3.001,8.000,False,fly|wait=22.59|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.647,-3.000,3.001,8.000,False,fly|wait=22.48|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.753,-3.000,3.001,8.000,False,fly|wait=22.37|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.860,-3.000,3.001,8.000,False,fly|wait=22.27|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.960,-3.000,3.001,8.000,False,fly|wait=22.17|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.062,-3.000,3.001,8.000,False,fly|wait=22.07|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.166,-3.000,3.001,8.000,False,fly|wait=21.96|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.271,-3.000,3.001,8.000,False,fly|wait=21.86|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.372,-3.000,3.001,8.000,False,fly|wait=21.76|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.475,-3.000,3.001,8.000,False,fly|wait=21.65|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.579,-3.000,3.001,8.000,False,fly|wait=21.55|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.680,-3.000,3.001,8.000,False,fly|wait=21.41|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.783,-3.000,3.001,8.000,False,fly|wait=21.34|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.885,-3.000,3.001,8.000,False,fly|wait=21.24|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.993,-3.000,3.001,8.000,False,fly|wait=21.14|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.102,-3.000,3.001,8.000,False,fly|wait=21.03|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.204,-3.000,3.001,8.000,False,fly|wait=20.93|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.327,-3.000,3.001,8.000,False,fly|wait=20.80|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.429,-3.000,3.001,8.000,False,fly|wait=20.70|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.533,-3.000,3.001,8.000,False,fly|wait=20.60|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.636,-3.000,3.001,8.000,False,fly|wait=20.49|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.740,-3.000,3.001,8.000,False,fly|wait=20.39|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.842,-3.000,3.001,8.000,False,fly|wait=20.29|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.956,-3.000,3.001,8.000,False,fly|wait=20.18|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,after,0.000,-3.000,0.001,4.000,True,idle|wait=29.97|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.118,-3.000,0.001,4.000,True,idle|wait=29.82|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.222,-3.000,0.001,4.000,True,idle|wait=29.71|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.328,-3.000,0.001,4.000,True,idle|wait=29.61|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.435,-3.000,0.001,4.000,True,idle|wait=29.46|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.544,-3.000,0.001,4.000,True,idle|wait=29.36|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.652,-3.000,0.001,4.000,True,idle|wait=29.25|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.758,-3.000,0.001,4.000,True,idle|wait=29.14|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.866,-3.000,0.001,4.000,True,idle|wait=29.07|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.967,-3.000,0.001,4.000,True,idle|wait=28.96|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,1.071,-2.996,0.025,3.936,True,fly|wait=28.87|panic=0.00|target=1|speed=4.79|near=True|yaw=27.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.174,-2.967,0.193,3.472,True,fly|wait=28.87|panic=0.00|target=1|speed=4.93|near=True|yaw=130.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.275,-2.938,0.360,2.988,True,fly|wait=28.87|panic=0.00|target=1|speed=5.06|near=True|yaw=163.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.383,-2.910,0.529,2.477,True,fly|wait=28.87|panic=0.00|target=1|speed=5.19|near=True|yaw=173.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.486,-2.883,0.692,1.959,True,fly|wait=28.87|panic=0.00|target=1|speed=5.32|near=True|yaw=175.9|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.592,-2.856,0.857,1.413,True,fly|wait=28.87|panic=0.00|target=1|speed=5.44|near=False|yaw=176.9|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.698,-2.831,1.021,0.848,True,fly|wait=28.87|panic=0.00|target=1|speed=5.56|near=False|yaw=177.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.803,-2.806,1.180,0.279,True,fly|wait=28.87|panic=0.00|target=1|speed=5.68|near=False|yaw=177.5|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.907,-2.783,1.335,-0.300,True,fly|wait=28.87|panic=0.00|target=1|speed=5.78|near=False|yaw=177.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.017,-2.760,1.492,-0.909,True,fly|wait=28.87|panic=0.00|target=1|speed=5.88|near=False|yaw=177.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.119,-2.732,1.692,-1.718,True,fly|wait=28.87|panic=0.00|target=1|speed=6.00|near=False|yaw=178.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.220,-2.712,1.834,-2.314,True,fly|wait=28.87|panic=0.00|target=1|speed=6.08|near=False|yaw=178.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.323,-2.693,1.975,-2.928,True,fly|wait=28.87|panic=0.00|target=1|speed=6.16|near=False|yaw=178.2|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.427,-2.681,2.062,-3.315,True,fly|wait=28.87|panic=0.00|target=1|speed=6.22|near=False|yaw=178.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.532,-2.663,2.200,-3.951,True,fly|wait=28.87|panic=0.00|target=1|speed=6.30|near=False|yaw=178.4|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.636,-2.646,2.337,-4.598,True,fly|wait=28.87|panic=0.00|target=1|speed=6.36|near=False|yaw=178.4|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.737,-2.624,2.516,-5.480,True,fly|wait=28.87|panic=0.00|target=1|speed=6.43|near=False|yaw=178.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.838,-2.614,2.600,-5.904,True,fly|wait=28.87|panic=0.00|target=1|speed=6.48|near=False|yaw=178.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.946,-2.598,2.730,-6.580,True,fly|wait=28.87|panic=0.00|target=1|speed=6.53|near=False|yaw=178.7|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.051,-2.584,2.856,-7.253,True,fly|wait=28.87|panic=0.00|target=1|speed=6.57|near=False|yaw=178.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.158,-2.570,2.981,-7.944,True,fly|wait=28.87|panic=0.00|target=1|speed=6.61|near=False|yaw=178.8|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.258,-2.557,3.099,-8.612,True,fly|wait=28.87|panic=0.00|target=1|speed=6.64|near=False|yaw=178.9|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.359,-2.546,3.212,-9.272,True,fly|wait=28.87|panic=0.00|target=1|speed=6.66|near=False|yaw=179.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.465,-2.534,3.328,-9.974,True,fly|wait=28.87|panic=0.00|target=1|speed=6.68|near=False|yaw=179.0|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.570,-2.523,3.438,-10.656,True,fly|wait=28.87|panic=0.00|target=1|speed=6.70|near=False|yaw=179.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.675,-2.512,3.549,-11.359,True,fly|wait=28.87|panic=0.00|target=1|speed=6.70|near=False|yaw=179.1|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.783,-2.502,3.658,-12.072,True,fly|wait=28.87|panic=0.00|target=1|speed=6.70|near=False|yaw=179.2|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.888,-2.493,3.761,-12.769,True,fly|wait=28.87|panic=0.00|target=1|speed=6.70|near=False|yaw=179.2|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.994,-2.484,3.862,-13.467,True,fly|wait=28.87|panic=0.00|target=1|speed=6.69|near=False|yaw=179.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.100,-2.476,3.960,-14.168,True,fly|wait=28.87|panic=0.00|target=1|speed=6.67|near=False|yaw=179.3|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.201,-2.466,4.083,-15.080,True,fly|wait=28.87|panic=0.00|target=1|speed=6.64|near=False|yaw=179.4|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.302,-2.462,4.139,-15.502,True,fly|wait=28.87|panic=0.00|target=1|speed=6.62|near=False|yaw=179.4|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.404,-2.456,4.225,-16.175,True,fly|wait=28.87|panic=0.00|target=1|speed=6.59|near=False|yaw=179.4|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.508,-2.450,4.309,-16.849,True,fly|wait=28.87|panic=0.00|target=1|speed=6.54|near=False|yaw=179.5|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.614,-2.444,4.389,-17.509,True,fly|wait=28.87|panic=0.00|target=1|speed=6.50|near=False|yaw=179.5|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.715,-2.439,4.469,-18.188,True,fly|wait=28.87|panic=0.00|target=1|speed=6.44|near=False|yaw=179.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.825,-2.434,4.547,-18.868,True,fly|wait=28.87|panic=0.00|target=1|speed=6.38|near=False|yaw=179.6|peeing=False|peeCooldown=173.0|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
