bird,view,seconds,x,y,z,visible,state
maya,before,1.552,-3.000,1.556,5.941,True,fly|wait=28.84|panic=0.00|target=1|speed=0.00|near=True|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.659,-3.000,1.953,6.470,True,fly|wait=28.84|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.767,-3.000,2.271,6.895,True,fly|wait=28.84|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.868,-3.000,2.583,7.311,True,fly|wait=28.84|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.969,-3.000,2.883,7.711,True,fly|wait=28.84|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,2.073,-3.000,3.100,8.000,True,fly|wait=28.84|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,2.178,-3.000,3.100,8.000,False,fly|wait=16.53|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.278,-3.000,3.100,8.000,False,fly|wait=16.42|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.383,-3.000,3.100,8.000,False,fly|wait=16.32|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.486,-3.000,3.100,8.000,False,fly|wait=16.21|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.588,-3.000,3.100,8.000,False,fly|wait=16.08|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.688,-3.000,3.100,8.000,False,fly|wait=16.01|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.792,-3.000,3.100,8.000,False,fly|wait=15.90|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.901,-3.000,3.100,8.000,False,fly|wait=15.80|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.005,-3.000,3.100,8.000,False,fly|wait=15.69|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.108,-3.000,3.100,8.000,False,fly|wait=15.56|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.208,-3.000,3.100,8.000,False,fly|wait=15.46|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.311,-3.000,3.100,8.000,False,fly|wait=15.39|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.414,-3.000,3.100,8.000,False,fly|wait=15.28|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.526,-3.000,3.100,8.000,False,fly|wait=15.18|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.631,-3.000,3.100,8.000,False,fly|wait=15.08|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.731,-3.000,3.100,8.000,False,fly|wait=14.94|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.836,-3.000,3.100,8.000,False,fly|wait=14.86|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.944,-3.000,3.100,8.000,False,fly|wait=14.76|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.045,-3.000,3.100,8.000,False,fly|wait=14.65|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.154,-3.000,3.100,8.000,False,fly|wait=14.54|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.259,-3.000,3.100,8.000,False,fly|wait=14.44|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.368,-3.000,3.100,8.000,False,fly|wait=14.33|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.474,-3.000,3.100,8.000,False,fly|wait=14.23|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.575,-3.000,3.100,8.000,False,fly|wait=14.10|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.680,-3.000,3.100,8.000,False,fly|wait=14.02|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.780,-3.000,3.100,8.000,False,fly|wait=13.92|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.882,-3.000,3.100,8.000,False,fly|wait=13.82|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.988,-3.000,3.100,8.000,False,fly|wait=13.72|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.090,-3.000,3.100,8.000,False,fly|wait=13.58|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.191,-3.000,3.100,8.000,False,fly|wait=13.48|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.291,-3.000,3.100,8.000,False,fly|wait=13.41|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.400,-3.000,3.100,8.000,False,fly|wait=13.30|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.502,-3.000,3.100,8.000,False,fly|wait=13.20|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.602,-3.000,3.100,8.000,False,fly|wait=13.07|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.707,-3.000,3.100,8.000,False,fly|wait=12.99|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.808,-3.000,3.100,8.000,False,fly|wait=12.86|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.916,-3.000,3.100,8.000,False,fly|wait=12.79|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,after,0.000,-3.000,0.100,4.000,True,idle|wait=29.97|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.102,-3.000,0.100,4.000,True,idle|wait=29.80|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.203,-3.000,0.100,4.000,True,idle|wait=29.70|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.306,-3.000,0.100,4.000,True,idle|wait=29.60|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.407,-3.000,0.100,4.000,True,idle|wait=29.50|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.510,-3.000,0.100,4.000,True,idle|wait=29.40|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.615,-3.000,0.100,4.000,True,idle|wait=29.32|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.725,-3.000,0.100,4.000,True,idle|wait=29.21|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.831,-3.000,0.100,4.000,True,idle|wait=29.11|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.932,-3.000,0.100,4.000,True,idle|wait=28.98|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,1.035,-3.000,0.100,4.000,True,idle|wait=28.90|panic=0.00|target=1|speed=0.00|near=True|yaw=0.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,1.135,-3.246,0.182,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=4.12|near=True|yaw=312.9|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.235,-3.663,0.323,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=4.25|near=True|yaw=282.5|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.338,-4.083,0.466,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=4.37|near=True|yaw=273.7|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.439,-4.530,0.620,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=4.48|near=True|yaw=271.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.545,-4.987,0.779,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=4.60|near=False|yaw=270.3|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.651,-5.437,0.936,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=4.71|near=False|yaw=270.1|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.755,-5.910,1.104,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=4.81|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.866,-6.394,1.275,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=4.91|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.967,-7.014,1.497,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.04|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.067,-7.488,1.667,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.11|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.169,-7.988,1.847,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.20|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.270,-8.366,1.984,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.27|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.377,-8.888,2.172,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.35|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.479,-9.540,2.409,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.44|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.580,-9.941,2.555,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.50|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.688,-10.501,2.759,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.57|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.792,-11.046,2.957,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.64|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.892,-11.576,3.151,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.70|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.994,-12.124,3.350,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.75|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.097,-12.817,3.603,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.81|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.202,-13.237,3.756,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.85|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.302,-13.804,3.961,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.90|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.409,-14.368,4.166,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.94|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.512,-14.958,4.380,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=5.98|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.615,-15.542,4.591,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=6.01|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.717,-16.121,4.800,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=6.04|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.822,-16.714,5.013,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=6.07|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.923,-17.463,5.281,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=6.10|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.024,-18.041,5.487,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=6.11|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.130,-18.503,5.651,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=6.12|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.232,-19.243,5.913,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=6.14|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.334,-19.829,6.119,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=6.14|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.437,-20.297,6.283,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=6.14|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.541,-20.904,6.494,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=6.14|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.653,-21.538,6.713,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=6.14|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.760,-22.151,6.923,4.000,True,fly|wait=28.87|panic=0.00|target=1|speed=6.13|near=False|yaw=270.0|peeing=False|peeCooldown=99.3|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
