frame,real_seconds,game_seconds,speed,held,leg_angle,action
105,5.3880,5.3376,0.0000,False,0.000,idle
106,5.4413,5.3886,0.0000,False,0.000,idle
107,5.4933,5.4400,0.0000,False,0.000,idle
108,5.5469,5.4929,0.0000,False,0.000,idle
109,5.5982,5.5455,0.0000,False,0.000,idle
110,5.6475,5.5955,0.0000,False,0.000,idle
111,5.6971,5.6448,0.0000,False,0.000,idle
112,5.7492,5.6972,0.0000,False,0.000,idle
113,5.7992,5.7467,0.0000,False,0.000,idle
114,5.8526,5.7968,0.0000,False,0.000,idle
115,5.8989,5.8471,0.0000,False,0.000,idle
116,5.9502,5.8976,0.0000,False,0.000,idle
117,5.9998,5.9478,0.0000,False,0.000,idle
118,6.0522,5.9998,2.4035,False,0.176,attack-melee-left
119,6.1028,6.0500,2.4035,False,3.639,attack-melee-left
120,6.1522,6.1002,2.4035,False,12.470,attack-melee-left
121,6.2039,6.1516,2.4035,False,10.422,attack-melee-left
122,6.2576,6.2026,2.4035,False,339.524,attack-melee-left
123,6.3070,6.2531,2.4035,False,332.489,attack-melee-left
124,6.3562,6.3045,2.4035,False,343.470,attack-melee-left
125,6.4068,6.3550,2.4035,False,354.045,attack-melee-left
126,6.4579,6.4055,2.4035,False,359.980,walk
127,6.5087,6.4562,2.4035,False,11.371,walk
128,6.5586,6.5067,2.4035,False,48.311,walk
129,6.6096,6.5572,2.4035,False,56.638,walk
130,6.6600,6.6078,2.4035,False,40.136,walk
131,6.7103,6.6583,2.4035,False,16.758,walk
132,6.7633,6.7100,2.4035,False,355.044,walk
133,6.8121,6.7602,2.4035,False,332.200,walk
134,6.8637,6.8111,2.4035,False,310.964,walk
135,6.9145,6.8612,2.4035,False,300.442,walk
136,6.9640,6.9123,2.4035,False,312.722,walk
137,7.0157,6.9630,2.4035,False,337.842,walk
138,7.0668,7.0133,2.4035,False,355.207,walk
139,7.1166,7.0640,2.4035,False,359.937,walk
140,7.1678,7.1150,2.4035,False,19.499,walk
141,7.2219,7.1652,2.4035,False,50.796,walk
142,7.2684,7.2160,2.4035,False,57.658,walk
143,7.3193,7.2669,2.4035,False,43.626,walk
144,7.3756,7.3174,2.4035,False,20.446,walk
145,7.4215,7.3683,2.4035,False,358.475,walk
146,7.4712,7.4186,2.4035,False,336.371,walk
147,7.5218,7.4692,2.4035,False,313.729,walk
148,7.5740,7.5205,2.4035,False,301.422,walk
149,7.6232,7.5711,2.4035,False,309.168,walk
150,7.6738,7.6211,2.4035,False,333.591,walk
151,7.7261,7.6724,2.4035,False,354.459,walk
152,7.7754,7.7225,2.4035,False,359.175,walk
153,7.8256,7.7728,2.4035,False,14.573,walk
154,7.8777,7.8237,2.4035,False,45.703,walk
155,7.9281,7.8748,2.4035,False,58.764,walk
156,7.9771,7.9253,2.4035,False,46.553,walk
157,8.0342,7.9766,2.4035,False,24.039,walk
158,8.0805,8.0268,2.4035,False,1.737,walk
159,8.1320,8.0780,2.4035,False,339.697,walk
160,8.1808,8.1282,2.4035,False,316.607,walk
161,8.2321,8.1783,2.4035,False,302.471,walk
162,8.2811,8.2289,2.4035,False,305.857,walk
163,8.3322,8.2798,2.4035,False,329.361,walk
164,8.3827,8.3303,2.4035,False,353.566,walk
165,8.4345,8.3808,2.4035,False,358.418,walk
166,8.4834,8.4313,2.4035,False,9.712,walk
167,8.5345,8.4815,2.4035,False,40.881,walk
168,8.5848,8.5318,2.4035,False,59.877,walk
169,8.6357,8.5825,2.4035,False,49.728,walk
170,8.6844,8.6323,2.4035,False,29.027,walk
171,8.7356,8.6825,2.4035,False,6.299,walk
172,8.7862,8.7332,2.4035,False,345.130,walk
173,8.8368,8.7839,2.4035,False,321.572,walk
174,8.8942,8.8345,2.4035,False,303.954,walk
175,8.9373,8.8850,2.4035,False,303.852,walk
176,8.9889,8.9358,2.4035,False,323.742,walk
