bird,view,seconds,x,y,z,visible,state
maya,before,0.897,-3.000,0.103,4.000,True,peck|wait=28.86|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.900,-3.000,0.103,4.000,True,peck|wait=28.86|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.902,-3.000,0.103,4.000,True,peck|wait=28.85|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.905,-3.000,0.103,4.000,True,peck|wait=28.85|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.939,-3.000,0.103,4.000,True,peck|wait=28.85|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.942,-3.000,0.103,4.000,True,peck|wait=28.81|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.944,-3.000,0.103,4.000,True,peck|wait=28.81|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.946,-3.000,0.103,4.000,True,peck|wait=28.81|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.951,-3.000,0.103,4.000,True,peck|wait=28.81|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.953,-3.000,0.103,4.000,True,peck|wait=28.80|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.955,-3.000,0.103,4.000,True,peck|wait=28.80|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.989,-3.000,0.103,4.000,True,peck|wait=28.80|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.992,-3.000,0.103,4.000,True,peck|wait=28.76|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.994,-3.000,0.103,4.000,True,peck|wait=28.76|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.997,-3.000,0.103,4.000,True,peck|wait=28.76|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,0.999,-3.000,0.103,4.000,True,peck|wait=28.76|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,1.004,-3.000,0.103,4.000,True,peck|wait=28.75|panic=0.00|target=1|speed=0.00|near=True|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=2|landings=0
maya,before,1.009,-3.000,0.103,4.000,True,fly|wait=28.75|panic=0.00|target=1|speed=0.00|near=True|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.048,-3.000,0.126,4.031,True,fly|wait=28.75|panic=0.00|target=1|speed=0.00|near=True|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.051,-3.000,0.222,4.158,True,fly|wait=28.75|panic=0.00|target=1|speed=0.00|near=True|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.060,-3.000,0.232,4.172,True,fly|wait=28.75|panic=0.00|target=1|speed=0.00|near=True|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.088,-3.000,0.265,4.215,True,fly|wait=28.75|panic=0.00|target=1|speed=0.00|near=True|yaw=0.0|peeing=False|peeCooldown=144.8|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
