wall,networked,host,slot,round,active,warmup,inProgress,left,cycle,intermissions,pid
63925086707.7984,1,0,1,1,1,0,1,29.13998,0,0,8556
63925086707.8994,1,0,1,1,1,0,1,29.03998,0,0,8556
63925086708.0003,1,0,1,1,1,0,1,28.93998,0,0,8556
63925086708.1009,1,0,1,1,1,0,1,28.81997,0,0,8556
63925086708.2008,1,0,1,1,1,0,1,28.71997,0,0,8556
63925086708.3022,1,0,1,1,1,0,1,28.61997,0,0,8556
63925086708.402,1,0,1,1,1,0,1,28.51997,0,0,8556
63925086708.5035,1,0,1,1,1,0,1,28.43996,0,0,8556
63925086708.604,1,0,1,1,1,0,1,28.33996,0,0,8556
63925086708.704,1,0,1,1,1,0,1,28.21996,0,0,8556
63925086708.804,1,0,1,1,1,0,1,28.11996,0,0,8556
63925086708.9051,1,0,1,1,1,0,1,28.01995,0,0,8556
63925086709.0215,1,0,1,1,1,0,1,27.89995,0,0,8556
63925086709.1217,1,0,1,1,1,0,1,27.79995,0,0,8556
63925086709.2226,1,0,1,1,1,0,1,27.71995,0,0,8556
63925086709.3233,1,0,1,1,1,0,1,27.61995,0,0,8556
63925086709.4236,1,0,1,1,1,0,1,27.51994,0,0,8556
63925086709.5247,1,0,1,1,1,0,1,27.41994,0,0,8556
63925086709.6244,1,0,1,1,1,0,1,27.31994,0,0,8556
63925086709.7248,1,0,1,1,1,0,1,27.21994,0,0,8556
63925086709.8267,1,0,1,1,1,0,1,27.11993,0,0,8556
63925086709.9269,1,0,1,1,1,0,1,27.01993,0,0,8556
63925086710.028,1,0,1,1,1,0,1,26.91993,0,0,8556
63925086710.1287,1,0,1,1,1,0,1,26.81993,0,0,8556
63925086710.229,1,0,1,1,1,0,1,26.69992,0,0,8556
63925086710.3457,1,0,1,1,1,0,1,26.57992,0,0,8556
63925086710.446,1,0,1,1,1,0,1,26.47992,0,0,8556
63925086710.5467,1,0,1,1,1,0,1,26.37992,0,0,8556
63925086710.6467,1,0,1,1,1,0,1,26.27991,0,0,8556
63925086710.7481,1,0,1,1,1,0,1,26.19991,0,0,8556
63925086710.8485,1,0,1,1,1,0,1,26.09991,0,0,8556
63925086710.9489,1,0,1,1,1,0,1,25.99991,0,0,8556
63925086711.0491,1,0,1,1,1,0,1,25.89991,0,0,8556
63925086711.1499,1,0,1,1,1,0,1,25.7999,0,0,8556
63925086711.2501,1,0,1,1,1,0,1,25.6999,0,0,8556
63925086711.3511,1,0,1,1,1,0,1,25.5999,0,0,8556
63925086711.4514,1,0,1,1,1,0,1,25.4999,0,0,8556
63925086711.5535,1,0,1,1,1,0,1,25.37989,0,0,8556
63925086711.6544,1,0,1,1,1,0,1,25.27989,0,0,8556
63925086711.7701,1,0,1,1,1,0,1,25.17989,0,0,8556
63925086711.8709,1,0,1,1,1,0,1,25.07989,0,0,8556
63925086711.9711,1,0,1,1,1,0,1,24.95988,0,0,8556
63925086712.0707,1,0,1,1,1,0,1,24.85988,0,0,8556
63925086712.1721,1,0,1,1,1,0,1,24.75988,0,0,8556
63925086712.2732,1,0,1,1,1,0,1,24.61988,0,0,8556
63925086712.3739,1,0,1,1,1,0,1,24.51987,0,0,8556
63925086712.475,1,0,1,1,1,0,1,24.43987,0,0,8556
63925086712.5761,1,0,1,1,1,0,1,24.33987,0,0,8556
63925086712.6771,1,0,1,1,1,0,1,24.23987,0,0,8556
63925086712.7771,1,0,1,1,1,0,1,24.13987,0,0,8556
63925086712.8779,1,0,1,1,1,0,1,24.03986,0,0,8556
63925086712.9772,1,0,1,1,1,0,1,23.93986,0,0,8556
63925086713.0781,1,0,1,1,1,0,1,23.83986,0,0,8556
63925086713.1947,1,0,1,1,1,0,1,23.71986,0,0,8556
63925086713.3111,1,0,1,1,1,0,1,23.63985,0,0,8556
63925086713.4277,1,0,1,1,1,0,1,23.51985,0,0,8556
63925086713.5283,1,0,1,1,1,0,1,23.39985,0,0,8556
63925086713.6295,1,0,1,1,1,0,1,23.29985,0,0,8556
63925086713.73,1,0,1,1,1,0,1,23.19984,0,0,8556
63925086713.831,1,0,1,1,1,0,1,23.09984,0,0,8556
63925086713.9316,1,0,1,1,1,0,1,22.99984,0,0,8556
63925086714.0486,1,0,1,1,1,0,1,22.87984,0,0,8556
63925086714.1484,1,0,1,1,1,0,1,22.77983,0,0,8556
63925086714.2504,1,0,1,1,1,0,1,22.69983,0,0,8556
63925086714.3501,1,0,1,1,1,0,1,22.59983,0,0,8556
63925086714.451,1,0,1,1,1,0,1,22.49983,0,0,8556
63925086714.553,1,0,1,1,1,0,1,22.37983,0,0,8556
63925086714.6534,1,0,1,1,1,0,1,22.27982,0,0,8556
63925086714.7542,1,0,1,1,1,0,1,22.17982,0,0,8556
63925086714.8543,1,0,1,1,1,0,1,22.07982,0,0,8556
63925086714.9946,0,1,0,1,1,0,1,21.93982,1,0,8556
63925086715.1122,1,0,0,0,0,0,0,30,2,0,8556
63925086715.2189,1,0,0,0,0,0,0,30,2,0,8556
63925086715.3186,1,0,0,0,0,0,0,30,2,0,8556
63925086715.4192,1,0,0,0,0,0,0,30,2,0,8556
63925086715.5194,1,0,0,0,0,0,0,30,2,0,8556
63925086715.6212,1,0,0,0,0,0,0,30,2,0,8556
63925086715.7217,1,0,1,1,1,0,1,21.1998,2,0,8556
63925086715.8218,1,0,1,1,1,0,1,21.0998,2,0,8556
63925086715.9225,1,0,1,1,1,0,1,20.99979,2,0,8556
63925086716.0221,1,0,1,1,1,0,1,20.89979,2,0,8556
63925086716.1247,1,0,1,1,1,0,1,20.79979,2,0,8556
63925086716.241,1,0,1,1,1,0,1,20.67979,2,0,8556
63925086716.342,1,0,1,1,1,0,1,20.57978,2,0,8556
63925086716.4426,1,0,1,1,1,0,1,20.47978,2,0,8556
63925086716.5428,1,0,1,1,1,0,1,20.37978,2,0,8556
63925086716.6433,1,0,1,1,1,0,1,20.27978,2,0,8556
63925086716.744,1,0,1,1,1,0,1,20.17978,2,0,8556
63925086716.8449,1,0,1,1,1,0,1,20.07977,2,0,8556
63925086716.9447,1,0,1,1,1,0,1,19.97977,2,0,8556
63925086717.0457,1,0,1,1,1,0,1,19.87977,2,0,8556
63925086717.1617,1,0,1,1,1,0,1,19.75977,2,0,8556
63925086717.2633,1,0,1,1,1,0,1,19.65976,2,0,8556
63925086717.3634,1,0,1,1,1,0,1,19.57976,2,0,8556
63925086717.4643,1,0,1,1,1,0,1,19.47976,2,0,8556
63925086717.5644,1,0,1,1,1,0,1,19.37976,2,0,8556
63925086717.6643,1,0,1,1,1,0,1,19.27975,2,0,8556
63925086717.7639,1,0,1,1,1,0,1,19.17975,2,0,8556
63925086717.8649,1,0,1,1,1,0,1,19.07975,2,0,8556
63925086717.965,1,0,1,1,1,0,1,18.95975,2,0,8556
63925086718.0658,1,0,1,1,1,0,1,18.85975,2,0,8556
63925086718.1657,1,0,1,1,1,0,1,18.73974,2,0,8556
63925086718.2665,1,0,1,1,1,0,1,18.63974,2,0,8556
63925086718.3671,1,0,1,1,1,0,1,18.55974,2,0,8556
63925086718.4676,1,0,1,1,1,0,1,18.45974,2,0,8556
63925086718.5676,1,0,1,1,1,0,1,18.35973,2,0,8556
63925086718.6837,1,0,1,1,1,0,1,18.23973,2,0,8556
63925086718.7848,1,0,1,1,1,0,1,18.13973,2,0,8556
63925086718.9016,1,0,1,1,1,0,1,18.01973,2,0,8556
63925086719.0016,1,0,1,1,1,0,1,17.91972,2,0,8556
63925086719.1017,1,0,1,1,1,0,1,17.81972,2,0,8556
63925086719.2035,1,0,1,1,1,0,1,17.71972,2,0,8556
63925086719.3036,1,0,1,1,1,0,1,17.61972,2,0,8556
63925086719.4039,1,0,1,1,1,0,1,17.51971,2,0,8556
63925086719.5206,1,0,1,1,1,0,1,17.39971,2,0,8556
63925086719.6214,1,0,1,1,1,0,1,17.29971,2,0,8556
63925086719.738,1,0,1,1,1,0,1,17.15971,2,0,8556
63925086719.8541,1,0,1,1,1,0,1,17.0597,2,0,8556
63925086719.9551,1,0,1,1,1,0,1,16.9797,2,0,8556
63925086720.0545,1,0,1,1,1,0,1,16.8797,2,0,8556
63925086720.1548,1,0,1,1,1,0,1,16.7797,2,0,8556
63925086720.2552,1,0,1,1,1,0,1,16.6797,2,0,8556
63925086720.3572,1,0,1,1,1,0,1,16.57969,2,0,8556
63925086720.4571,1,0,1,1,1,0,1,16.47969,2,0,8556
63925086720.558,1,0,1,1,1,0,1,16.37969,2,0,8556
63925086720.6737,1,0,1,1,1,0,1,16.27969,2,0,8556
63925086720.7912,1,0,1,1,1,0,1,16.13968,2,0,8556
63925086720.8923,1,0,1,1,1,0,1,16.03968,2,0,8556
63925086720.993,1,0,1,1,1,0,1,15.93968,2,0,8556
63925086721.0925,1,0,1,1,1,0,1,15.83968,2,0,8556
63925086721.193,1,0,1,1,1,0,1,15.73967,2,0,8556
63925086721.2931,1,0,1,1,1,0,1,15.63967,2,0,8556
63925086721.3933,1,0,1,1,1,0,1,15.53967,2,0,8556
63925086721.4942,1,0,1,1,1,0,1,15.43967,2,0,8556
63925086721.5935,1,0,1,1,1,0,1,15.33966,2,0,8556
63925086721.6944,1,0,1,1,1,0,1,15.23966,2,0,8556
63925086721.7948,1,0,1,1,1,0,1,15.13966,2,0,8556
63925086721.8948,1,0,1,1,1,0,1,15.03966,2,0,8556
63925086721.9958,1,0,1,1,1,0,1,14.93966,2,0,8556
63925086722.0973,1,0,1,1,1,0,1,14.81965,2,0,8556
63925086722.2134,1,0,1,1,1,0,1,14.71965,2,0,8556
63925086722.314,1,0,1,1,1,0,1,14.61965,2,0,8556
63925086722.4138,1,0,1,1,1,0,1,14.51965,2,0,8556
63925086722.5143,1,0,1,1,1,0,1,14.41964,2,0,8556
63925086722.6145,1,0,1,1,1,0,1,14.31964,2,0,8556
63925086722.7151,1,0,1,1,1,0,1,14.21964,2,0,8556
63925086722.8315,1,0,1,1,1,0,1,14.09964,2,0,8556
63925086722.932,1,0,1,1,1,0,1,13.99963,2,0,8556
63925086723.0331,1,0,1,1,1,0,1,13.89963,2,0,8556
63925086723.1338,1,0,1,1,1,0,1,13.79963,2,0,8556
63925086723.2504,1,0,1,1,1,0,1,13.67963,2,0,8556
63925086723.3504,1,0,1,1,1,0,1,13.57962,2,0,8556
63925086723.4515,1,0,1,1,1,0,1,13.49962,2,0,8556
63925086723.5678,1,0,1,1,1,0,1,13.37962,2,0,8556
63925086723.6848,1,0,1,1,1,0,1,13.23962,2,0,8556
63925086723.7854,1,0,1,1,1,0,1,13.13961,2,0,8556
63925086723.8868,1,0,1,1,1,0,1,13.03961,2,0,8556
63925086723.9874,1,0,1,1,1,0,1,12.93961,2,0,8556
63925086724.0873,1,0,1,1,1,0,1,12.83961,2,0,8556
63925086724.1879,1,0,1,1,1,0,1,12.7396,2,0,8556
63925086724.288,1,0,1,1,1,0,1,12.6396,2,0,8556
63925086724.4046,1,0,1,1,1,0,1,12.5196,2,0,8556
63925086724.5061,1,0,1,1,1,0,1,12.4196,2,0,8556
63925086724.6069,1,0,1,1,1,0,1,12.3396,2,0,8556
63925086724.7074,1,0,1,1,1,0,1,12.23959,2,0,8556
63925086724.8077,1,0,1,1,1,0,1,12.13959,2,0,8556
63925086724.9081,1,0,1,1,1,0,1,12.03959,2,0,8556
63925086725.0084,1,0,1,1,1,0,1,11.93959,2,0,8556
63925086725.1093,1,0,1,1,1,0,1,11.83958,2,0,8556
63925086725.2101,1,0,1,1,1,0,1,11.71958,2,0,8556
63925086725.3107,1,0,1,1,1,0,1,11.61958,2,0,8556
63925086725.4112,1,0,1,1,1,0,1,11.51958,2,0,8556
63925086725.5278,1,0,1,1,1,0,1,11.39957,2,0,8556
63925086725.6443,1,0,1,1,1,0,1,11.25957,2,0,8556
63925086725.7444,1,0,1,1,1,0,1,11.15957,2,0,8556
63925086725.8452,1,0,1,1,1,0,1,11.05957,2,0,8556
63925086725.9624,1,0,1,1,1,0,1,10.93956,2,0,8556
63925086726.0789,1,0,1,1,1,0,1,10.83956,2,0,8556
63925086726.1794,1,0,1,1,1,0,1,10.73956,2,0,8556
63925086726.2797,1,0,1,1,1,0,1,10.63956,2,0,8556
63925086726.3794,1,0,1,1,1,0,1,10.55956,2,0,8556
63925086726.4797,1,0,1,1,1,0,1,10.45955,2,0,8556
63925086726.5811,1,0,1,1,1,0,1,10.35955,2,0,8556
63925086726.6814,1,0,1,1,1,0,1,10.25955,2,0,8556
63925086726.7811,1,0,1,1,1,0,1,10.13955,2,0,8556
63925086726.8812,1,0,1,1,1,0,1,10.03954,2,0,8556
63925086726.981,1,0,1,1,1,0,1,9.939541,2,0,8556
63925086727.0814,1,0,1,1,1,0,1,9.839539,2,0,8556
63925086727.1817,1,0,1,1,1,0,1,9.739536,2,0,8556
63925086727.2824,1,0,1,1,1,0,1,9.639534,2,0,8556
63925086727.3827,1,0,1,1,1,0,1,9.539532,2,0,8556
63925086727.4833,1,0,1,1,1,0,1,9.45953,2,0,8556
63925086727.5844,1,0,1,1,1,0,1,9.359528,2,0,8556
63925086727.6844,1,0,1,1,1,0,1,9.259525,2,0,8556
63925086727.8012,1,0,1,1,1,0,1,9.139523,2,0,8556
63925086727.9023,1,0,1,1,1,0,1,9.03952,2,0,8556
63925086728.002,1,0,1,1,1,0,1,8.939518,2,0,8556
63925086728.1024,1,0,1,1,1,0,1,8.819515,2,0,8556
63925086728.2034,1,0,1,1,1,0,1,8.719513,2,0,8556
63925086728.3035,1,0,1,1,1,0,1,8.619511,2,0,8556
63925086728.4042,1,0,1,1,1,0,1,8.519508,2,0,8556
63925086728.5212,1,0,1,1,1,0,1,8.379505,2,0,8556
63925086728.621,1,0,1,1,1,0,1,8.279503,2,0,8556
63925086728.7217,1,0,1,1,1,0,1,8.199501,2,0,8556
63925086728.8222,1,0,1,1,1,0,1,8.099499,2,0,8556
63925086728.9231,1,0,1,1,1,0,1,7.999497,2,0,8556
63925086729.0232,1,0,1,1,1,0,1,7.899497,2,0,8556
63925086729.1239,1,0,1,1,1,0,1,7.799497,2,0,8556
63925086729.2246,1,0,1,1,1,0,1,7.719497,2,0,8556
63925086729.3251,1,0,1,1,1,0,1,7.619497,2,0,8556
63925086729.4255,1,0,1,1,1,0,1,7.499497,2,0,8556
63925086729.5416,1,0,1,1,1,0,1,7.379498,2,0,8556
63925086729.6422,1,0,1,1,1,0,1,7.279498,2,0,8556
63925086729.759,1,0,1,1,1,0,1,7.159498,2,0,8556
63925086729.8598,1,0,1,1,1,0,1,7.059498,2,0,8556
63925086729.9602,1,0,1,1,1,0,1,6.959498,2,0,8556
63925086730.0609,1,0,1,1,1,0,1,6.859498,2,0,8556
63925086730.1618,1,0,1,1,1,0,1,6.759498,2,0,8556
63925086730.2623,1,0,1,1,1,0,1,6.659498,2,0,8556
63925086730.3633,1,0,1,1,1,0,1,6.559498,2,0,8556
63925086730.4636,1,0,1,1,1,0,1,6.459498,2,0,8556
63925086730.5637,1,0,1,1,1,0,1,6.379498,2,0,8556
63925086730.6644,1,0,1,1,1,0,1,6.279499,2,0,8556
63925086730.7665,1,0,1,1,1,0,1,6.179499,2,0,8556
63925086730.8827,1,0,1,1,1,0,1,6.059499,2,0,8556
63925086730.9834,1,0,1,1,1,0,1,5.959499,2,0,8556
63925086731.0846,1,0,1,1,1,0,1,5.859499,2,0,8556
63925086731.1854,1,0,1,1,1,0,1,5.759499,2,0,8556
63925086731.2855,1,0,1,1,1,0,1,5.659499,2,0,8556
63925086731.3855,1,0,1,1,1,0,1,5.539499,2,0,8556
63925086731.4865,1,0,1,1,1,0,1,5.439499,2,0,8556
63925086731.5871,1,0,1,1,1,0,1,5.339499,2,0,8556
63925086731.7045,1,0,1,1,1,0,1,5.2195,2,0,8556
63925086731.805,1,0,1,1,1,0,1,5.1195,2,0,8556
63925086731.9061,1,0,1,1,1,0,1,5.0195,2,0,8556
63925086732.0072,1,0,1,1,1,0,1,4.9195,2,0,8556
63925086732.1242,1,0,1,1,1,0,1,4.7995,2,0,8556
63925086732.2241,1,0,1,1,1,0,1,4.6995,2,0,8556
63925086732.3251,1,0,1,1,1,0,1,4.5995,2,0,8556
63925086732.4259,1,0,1,1,1,0,1,4.4995,2,0,8556
63925086732.5266,1,0,1,1,1,0,1,4.4195,2,0,8556
63925086732.6268,1,0,1,1,1,0,1,4.3195,2,0,8556
63925086732.7437,1,0,1,1,1,0,1,4.199501,2,0,8556
63925086732.844,1,0,1,1,1,0,1,4.099501,2,0,8556
63925086732.944,1,0,1,1,1,0,1,3.979501,2,0,8556
63925086733.0451,1,0,1,1,1,0,1,3.879501,2,0,8556
63925086733.1455,1,0,1,1,1,0,1,3.779501,2,0,8556
63925086733.2462,1,0,1,1,1,0,1,3.679501,2,0,8556
63925086733.3469,1,0,1,1,1,0,1,3.559501,2,0,8556
63925086733.4471,1,0,1,1,1,0,1,3.459501,2,0,8556
63925086733.547,1,0,1,1,1,0,1,3.359501,2,0,8556
63925086733.6476,1,0,1,1,1,0,1,3.259501,2,0,8556
63925086733.7476,1,0,1,1,1,0,1,3.159502,2,0,8556
63925086733.865,1,0,1,1,1,0,1,3.059502,2,0,8556
63925086733.9653,1,0,1,1,1,0,1,2.959502,2,0,8556
63925086734.0656,1,0,1,1,1,0,1,2.879502,2,0,8556
63925086734.1659,1,0,1,1,1,0,1,2.779502,2,0,8556
63925086734.267,1,0,1,1,1,0,1,2.679502,2,0,8556
63925086734.3677,1,0,1,1,1,0,1,2.579502,2,0,8556
63925086734.4684,1,0,1,1,1,0,1,2.479502,2,0,8556
63925086734.5692,1,0,1,1,1,0,1,2.379502,2,0,8556
63925086734.6691,1,0,1,1,1,0,1,2.259502,2,0,8556
63925086734.7698,1,0,1,1,1,0,1,2.159503,2,0,8556
63925086734.8704,1,0,1,1,1,0,1,2.059503,2,0,8556
63925086734.9704,1,0,1,1,1,0,1,1.959503,2,0,8556
63925086735.07,1,0,1,1,1,0,1,1.859503,2,0,8556
63925086735.1708,1,0,1,1,1,0,1,1.759503,2,0,8556
63925086735.2712,1,0,1,1,1,0,1,1.659503,2,0,8556
63925086735.3712,1,0,1,1,1,0,1,1.559503,2,0,8556
63925086735.4717,1,0,1,1,1,0,1,1.459503,2,0,8556
63925086735.5736,1,0,1,1,1,0,1,1.379503,2,0,8556
63925086735.6917,1,0,1,1,1,0,1,1.259503,2,0,8556
63925086735.7922,1,0,1,1,1,0,1,1.159503,2,0,8556
63925086735.8923,1,0,1,1,1,0,1,1.059504,2,0,8556
63925086735.9925,1,0,1,1,1,0,1,0.9595037,2,0,8556
63925086736.0934,1,0,1,1,1,0,1,0.8595037,2,0,8556
63925086736.194,1,0,1,1,1,0,1,0.7595038,2,0,8556
63925086736.3112,1,0,1,1,1,0,1,0.639504,2,0,8556
63925086736.4113,1,0,1,1,1,0,1,0.5195041,2,0,8556
63925086736.5113,1,0,1,1,1,0,1,0.4195042,2,0,8556
63925086736.6108,1,0,1,1,1,0,1,0.3195043,2,0,8556
63925086736.7124,1,0,1,1,1,0,1,0.2195043,2,0,8556
63925086736.8124,1,0,1,1,1,0,1,0.1195043,2,0,8556
63925086736.9127,1,0,1,1,1,0,1,0.01950438,2,0,8556
63925086737.0294,1,0,1,1,1,0,1,0,2,0,8556
63925086737.1304,1,0,1,1,0,1,1,0,2,0,8556
63925086737.2302,1,0,1,1,0,1,1,0,2,0,8556
63925086737.3305,1,0,1,1,0,1,1,0,2,0,8556
63925086737.432,1,0,1,1,0,1,1,0,2,0,8556
63925086737.5321,1,0,1,1,0,1,1,0,2,0,8556
63925086737.6338,1,0,1,1,0,1,1,0,2,0,8556
63925086737.7347,1,0,1,1,0,1,1,0,2,0,8556
63925086737.8348,1,0,1,1,0,1,1,0,2,0,8556
63925086737.9353,1,0,1,1,0,1,1,0,2,0,8556
63925086738.037,1,0,1,1,0,1,1,0,2,0,8556
63925086738.1378,1,0,1,1,0,1,1,0,2,0,8556
63925086738.2371,1,0,1,1,0,1,1,0,2,0,8556
63925086738.3384,1,0,1,1,0,1,1,0,2,0,8556
63925086738.4398,1,0,1,1,0,1,1,0,2,0,8556
63925086738.54,1,0,1,1,0,1,1,0,2,0,8556
63925086738.6403,1,0,1,1,0,1,1,0,2,0,8556
63925086738.7401,1,0,1,1,0,1,1,0,2,0,8556
63925086738.8408,1,0,1,1,0,1,1,0,2,0,8556
63925086738.957,1,0,1,1,0,1,1,0,2,0,8556
63925086739.0578,1,0,1,1,0,1,1,0,2,0,8556
63925086739.1603,1,0,1,1,0,1,1,0,2,0,8556
63925086739.2768,1,0,1,1,0,1,1,0,2,0,8556
63925086739.3769,1,0,1,1,0,1,1,0,2,0,8556
63925086739.4782,1,0,1,1,0,1,1,0,2,0,8556
63925086739.5941,1,0,1,1,0,1,1,0,2,0,8556
63925086739.6941,1,0,1,1,0,1,1,0,2,0,8556
63925086739.7948,1,0,1,1,0,1,1,0,2,0,8556
63925086739.8954,1,0,1,1,0,1,1,0,2,0,8556
63925086739.9957,1,0,1,1,0,1,1,0,2,0,8556
63925086740.0959,1,0,1,1,0,1,1,0,2,0,8556
63925086740.1971,1,0,1,1,0,1,1,0,2,0,8556
63925086740.2975,1,0,1,1,0,1,1,0,2,0,8556
63925086740.3975,1,0,1,1,0,1,1,0,2,0,8556
63925086740.4979,1,0,1,1,0,1,1,0,2,0,8556
63925086740.598,1,0,1,1,0,1,1,0,2,0,8556
63925086740.698,1,0,1,1,0,1,1,0,2,0,8556
63925086740.7979,1,0,1,1,0,1,1,0,2,0,8556
63925086740.8991,1,0,1,1,0,1,1,0,2,0,8556
63925086741.0148,1,0,1,1,0,1,1,0,2,0,8556
63925086741.1164,1,0,1,1,0,1,1,0,2,0,8556
63925086741.218,1,0,1,1,0,1,1,0,2,0,8556
63925086741.3182,1,0,1,1,0,1,1,0,2,0,8556
63925086741.4181,1,0,1,1,0,1,1,0,2,0,8556
63925086741.5347,1,0,1,1,0,1,1,0,2,0,8556
63925086741.6348,1,0,1,1,0,1,1,0,2,0,8556
63925086741.7519,1,0,1,1,0,1,1,0,2,0,8556
63925086741.8528,1,0,1,1,0,1,1,0,2,0,8556
63925086741.9526,1,0,1,1,0,1,1,0,2,0,8556
63925086742.0535,1,0,1,1,0,1,1,0,2,0,8556
63925086742.1527,1,0,1,2,1,0,1,29.8,2,0,8556
63925086742.2537,1,0,1,2,1,0,1,29.69999,2,0,8556
63925086742.3547,1,0,1,2,1,0,1,29.59999,2,0,8556
63925086742.4543,1,0,1,2,1,0,1,29.49999,2,0,8556
63925086742.5721,1,0,1,2,1,0,1,29.35999,2,0,8556
63925086742.6727,1,0,1,2,1,0,1,29.25998,2,0,8556
63925086742.7727,1,0,1,2,1,0,1,29.15998,2,0,8556
63925086742.8739,1,0,1,2,1,0,1,29.05998,2,0,8556
63925086742.9739,1,0,1,2,1,0,1,28.95998,2,0,8556
63925086743.0746,1,0,1,2,1,0,1,28.85997,2,0,8556
63925086743.1749,1,0,1,2,1,0,1,28.75997,2,0,8556
63925086743.2759,1,0,1,2,1,0,1,28.65997,2,0,8556
63925086743.3933,1,0,1,2,1,0,1,28.53997,2,0,8556
63925086743.5103,1,0,1,2,1,0,1,28.43996,2,0,8556
63925086743.6271,1,0,1,2,1,0,1,28.31996,2,0,8556
63925086743.727,1,0,1,2,1,0,1,28.21996,2,0,8556
63925086743.8273,1,0,1,2,1,0,1,28.11996,2,0,8556
63925086743.9276,1,0,1,2,1,0,1,27.99995,2,0,8556
63925086744.0294,1,0,1,2,1,0,1,27.89995,2,0,8556
63925086744.1295,1,0,1,2,1,0,1,27.79995,2,0,8556
63925086744.2292,1,0,1,2,1,0,1,27.69995,2,0,8556
63925086744.3302,1,0,1,2,1,0,1,27.57994,2,0,8556
63925086744.4298,1,0,1,2,1,0,1,27.47994,2,0,8556
63925086744.5301,1,0,1,2,1,0,1,27.37994,2,0,8556
63925086744.6469,1,0,1,2,1,0,1,27.25994,2,0,8556
63925086744.747,1,0,1,2,1,0,1,27.15993,2,0,8556
63925086744.8479,1,0,1,2,1,0,1,27.07993,2,0,8556
63925086744.9483,1,0,1,2,1,0,1,26.97993,2,0,8556
63925086745.0485,1,0,1,2,1,0,1,26.89993,2,0,8556
63925086745.1492,1,0,1,2,1,0,1,26.79993,2,0,8556
63925086745.2493,1,0,1,2,1,0,1,26.69992,2,0,8556
63925086745.3503,1,0,1,2,1,0,1,26.59992,2,0,8556
