seconds,x,y,z,state
13.439,9.707,0.212,3.293,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=161.9|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
13.541,9.694,0.212,3.306,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=161.8|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
13.646,9.680,0.212,3.320,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=161.7|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
13.747,9.666,0.212,3.334,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=161.6|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
13.850,9.652,0.212,3.348,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=161.5|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
13.951,9.639,0.212,3.361,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=161.4|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
14.053,9.625,0.212,3.375,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=161.3|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
14.154,9.611,0.212,3.389,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=161.2|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
14.259,9.597,0.212,3.403,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=161.1|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
14.375,9.582,0.212,3.418,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=161.0|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
14.481,9.567,0.212,3.433,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=160.9|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
14.583,9.554,0.212,3.446,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=160.8|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
14.691,9.539,0.212,3.461,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=160.7|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
14.793,9.525,0.212,3.475,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=160.6|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
14.894,9.512,0.212,3.488,walk|wait=4.56|panic=0.00|target=1|speed=0.19|near=False|yaw=315.0|peeing=False|peeCooldown=160.5|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
14.999,9.500,0.212,3.500,walk|wait=4.56|panic=0.00|target=1|speed=0.12|near=False|yaw=315.0|peeing=False|peeCooldown=160.3|aerial=False|glide=False|legs=0|activity=Transit|site=0|visits=3
15.100,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=321.4|peeing=False|peeCooldown=160.2|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
15.201,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=327.9|peeing=False|peeCooldown=160.1|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
15.304,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=334.6|peeing=False|peeCooldown=160.0|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
15.409,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=341.5|peeing=False|peeCooldown=159.9|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
15.512,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=348.1|peeing=False|peeCooldown=159.8|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
15.618,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=355.0|peeing=False|peeCooldown=159.7|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
15.719,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=1.6|peeing=False|peeCooldown=159.6|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
15.821,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=8.2|peeing=False|peeCooldown=159.5|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
15.925,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=15.0|peeing=False|peeCooldown=159.4|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
16.028,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=21.7|peeing=False|peeCooldown=159.3|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
16.130,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=28.3|peeing=False|peeCooldown=159.2|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
16.232,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=34.9|peeing=False|peeCooldown=159.1|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
16.339,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=41.9|peeing=False|peeCooldown=159.0|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
16.443,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=48.7|peeing=False|peeCooldown=158.9|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
16.554,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=55.8|peeing=False|peeCooldown=158.8|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
16.655,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=62.3|peeing=False|peeCooldown=158.7|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
16.757,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=68.9|peeing=False|peeCooldown=158.6|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
16.861,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=75.7|peeing=False|peeCooldown=158.5|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
16.963,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=82.3|peeing=False|peeCooldown=158.4|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
17.066,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=158.3|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
17.166,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=158.2|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
17.268,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=158.1|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
17.369,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=158.0|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
17.476,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=157.9|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
17.578,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=157.8|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
17.678,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=157.7|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
17.779,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=157.6|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
17.881,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=157.5|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
17.981,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=157.4|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
18.095,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=157.2|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
18.200,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=157.1|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
18.305,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=157.0|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
18.407,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=156.9|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
18.508,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=156.8|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
18.610,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=156.7|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
18.711,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=156.6|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
18.812,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=156.5|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
18.921,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=156.4|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
19.023,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=156.3|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
19.123,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=156.2|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
19.224,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=156.1|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
19.326,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=156.0|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
19.430,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=155.9|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
19.533,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=155.8|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
19.640,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=155.7|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
19.756,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=155.6|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
19.865,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=155.5|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
19.967,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=155.4|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
20.069,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=155.3|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
20.169,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=155.2|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
20.276,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=155.1|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
20.377,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=155.0|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
20.480,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=154.9|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
20.581,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=154.8|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
20.683,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=154.7|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
20.786,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=154.6|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
20.893,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=154.5|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
21.004,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=154.3|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
21.108,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=154.2|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
21.217,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=154.1|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
21.319,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=154.0|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
21.419,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=153.9|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
21.522,9.500,0.212,3.500,idle|wait=4.56|panic=0.00|target=1|speed=0.00|near=False|yaw=86.3|peeing=False|peeCooldown=153.8|aerial=False|glide=False|legs=0|activity=Watch|site=0|visits=4
21.624,9.500,0.212,3.504,run|wait=4.56|panic=2.36|target=1|speed=0.16|near=True|yaw=66.5|peeing=False|peeCooldown=153.7|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
21.725,9.500,0.212,3.540,run|wait=4.56|panic=2.26|target=1|speed=0.56|near=True|yaw=40.3|peeing=False|peeCooldown=153.6|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
21.827,9.500,0.212,3.619,run|wait=4.56|panic=2.16|target=1|speed=0.97|near=True|yaw=14.1|peeing=False|peeCooldown=153.5|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
21.929,9.500,0.212,3.730,run|wait=4.56|panic=2.06|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=153.4|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
22.030,9.500,0.212,3.840,run|wait=4.56|panic=1.95|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=153.3|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
22.131,9.500,0.212,3.952,run|wait=4.56|panic=1.85|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
22.231,9.500,0.212,4.059,run|wait=4.56|panic=1.75|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=153.1|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
22.332,9.500,0.212,4.171,run|wait=4.56|panic=1.65|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=153.0|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
22.433,9.500,0.212,4.281,run|wait=4.56|panic=1.55|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=152.9|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
22.534,9.500,0.212,4.393,run|wait=4.56|panic=1.45|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=152.8|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
22.636,9.500,0.212,4.505,run|wait=4.56|panic=1.35|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=152.7|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
22.736,9.500,0.212,4.614,run|wait=4.56|panic=1.25|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=152.6|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
22.837,9.500,0.212,4.726,run|wait=4.56|panic=1.15|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=152.5|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
22.938,9.500,0.212,4.837,run|wait=4.56|panic=1.05|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=152.4|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
23.039,9.500,0.212,4.948,run|wait=4.56|panic=0.95|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=152.3|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
23.141,9.500,0.212,5.058,run|wait=4.56|panic=0.84|target=1|speed=1.10|near=True|yaw=0.0|peeing=False|peeCooldown=152.2|aerial=False|glide=False|legs=0|activity=Retreat|site=0|visits=4
