wallTime,elapsed,local,requested,repeated,count,kind,x,y,z,fx,fy,fz,duration,remaining,radius,owner,first,second,split
63925005082.7509,3.259453,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005082.8178,3.319443,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005082.8679,3.379433,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005082.9338,3.439423,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005082.9835,3.499413,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.0501,3.559402,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.1167,3.619392,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.1668,3.679382,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.2347,3.739372,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.3009,3.799362,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.3509,3.859352,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.4174,3.919342,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.4844,3.999329,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.5514,4.059319,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.6172,4.119308,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.6678,4.179298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.7342,4.239288,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.7847,4.299278,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.8516,4.359268,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.9184,4.419258,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005083.9683,4.479248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.0347,4.539238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.0852,4.599228,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.1518,4.659218,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.219,4.719208,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.2851,4.799194,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.3514,4.859184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.4185,4.919174,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.485,4.999161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.535,5.039154,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.6005,5.099144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.6517,5.159134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.7184,5.219124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.7841,5.29911,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.8518,5.3591,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.9171,5.41909,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005084.968,5.47908,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.0185,5.519073,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.0853,5.59906,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.1521,5.65905,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.218,5.71904,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.2684,5.77903,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.3353,5.83902,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.4006,5.89901,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.4518,5.959,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.5184,6.01899,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.585,6.098976,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.6351,6.158966,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.6851,6.218956,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.7519,6.278946,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.8185,6.338936,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.8688,6.378929,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.9185,6.418922,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005085.9855,6.498909,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.0517,6.558899,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.1188,6.618889,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.1847,6.698875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.2519,6.758865,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.3177,6.818855,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.3678,6.878845,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.4182,6.918839,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.469,6.978828,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.5357,7.038818,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.6019,7.098808,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.6523,7.158798,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.718,7.238785,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.7846,7.318771,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.8358,7.358765,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.9013,7.418755,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005086.9525,7.458748,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.0182,7.518738,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.0845,7.598724,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.1515,7.658714,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.2183,7.718704,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.2689,7.778694,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.319,7.818687,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.3855,7.898674,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.4362,7.938667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.5024,7.998657,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.5519,8.058647,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.6195,8.118637,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.6855,8.198624,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.736,8.238617,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.8014,8.298607,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.8527,8.378593,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.9192,8.438583,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005087.9685,8.498573,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.0365,8.558563,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.1017,8.598557,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.152,8.658546,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.2193,8.718536,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.2692,8.778526,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.3368,8.838516,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.402,8.898506,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.4532,8.958496,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.5201,9.018486,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.57,9.078476,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.6365,9.138466,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.7023,9.198456,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.7525,9.258446,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.8199,9.318436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.8693,9.378426,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.9196,9.438416,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005088.97,9.498405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.0365,9.558395,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.1026,9.618385,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.1528,9.658379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.2202,9.718369,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.2869,9.798355,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.3524,9.858345,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.4032,9.918335,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.47,9.978325,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.5367,10.03831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.5887,10.0983,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.6533,10.1383,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.719,10.19829,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.7704,10.25828,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.8371,10.31827,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.9029,10.39825,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63925005089.9814,10.43825,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.595314,1.495,1,0.3925,1.35,0
63925005089.9824,10.43825,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.595314,0,-1,1.4,0.6,1
63925005089.9824,10.43825,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.595314,0.8,1,0,0,0
63925005089.9824,10.43825,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.595314,0.55,2,1.45,0,0
63925005089.9824,10.43825,2,1,0,7,5,0,0.1,0,0,0,0,5,4.595314,2.1,1,0,0,0
63925005089.9824,10.43825,2,1,0,7,6,6,0.1,0,0,0,0,6,5.595314,1.44,3,1.4,0,0
63925005089.9824,10.43825,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.595314,0,-1,-1,0,0
63925005090.0364,10.53823,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.51216,1.495,1,0.3925,1.35,0
63925005090.0364,10.53823,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.51216,0,-1,1.4,0.6,1
63925005090.0364,10.53823,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.51216,0.8,1,0,0,0
63925005090.0364,10.53823,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.51216,0.55,2,1.45,0,0
63925005090.0364,10.53823,2,1,0,7,5,0,0.1,0,0,0,0,5,4.51216,2.1,1,0,0,0
63925005090.0364,10.53823,2,1,0,7,6,6,0.1,0,0,0,0,6,5.51216,1.44,3,1.4,0,0
63925005090.0364,10.53823,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.51216,0,-1,-1,0,0
63925005090.0871,10.59822,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.461979,1.495,1,0.3925,1.35,0
63925005090.0871,10.59822,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.461979,0,-1,1.4,0.6,1
63925005090.0871,10.59822,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.461979,0.8,1,0,0,0
63925005090.0871,10.59822,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.461979,0.55,2,1.45,0,0
63925005090.0871,10.59822,2,1,0,7,5,0,0.1,0,0,0,0,5,4.461979,2.1,1,0,0,0
63925005090.0871,10.59822,2,1,0,7,6,6,0.1,0,0,0,0,6,5.461979,1.44,3,1.4,0,0
63925005090.0871,10.59822,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.461979,0,-1,-1,0,0
63925005090.1362,10.63821,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.411978,1.495,1,0.3925,1.35,0
63925005090.1362,10.63821,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.411978,0,-1,1.4,0.6,1
63925005090.1362,10.63821,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.411978,0.8,1,0,0,0
63925005090.1362,10.63821,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.411978,0.55,2,1.45,0,0
63925005090.1362,10.63821,2,1,0,7,5,0,0.1,0,0,0,0,5,4.411978,2.1,1,0,0,0
63925005090.1362,10.63821,2,1,0,7,6,6,0.1,0,0,0,0,6,5.411978,1.44,3,1.4,0,0
63925005090.1362,10.63821,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.411978,0,-1,-1,0,0
63925005090.1859,10.6982,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.361977,1.495,1,0.3925,1.35,0
63925005090.1859,10.6982,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.361977,0,-1,1.4,0.6,1
63925005090.1859,10.6982,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.361977,0.8,1,0,0,0
63925005090.1859,10.6982,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.361977,0.55,2,1.45,0,0
63925005090.1859,10.6982,2,1,0,7,5,0,0.1,0,0,0,0,5,4.361977,2.1,1,0,0,0
63925005090.1859,10.6982,2,1,0,7,6,6,0.1,0,0,0,0,6,5.361977,1.44,3,1.4,0,0
63925005090.1859,10.6982,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.361978,0,-1,-1,0,0
63925005090.2541,10.75819,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.29531,1.495,1,0.3925,1.35,0
63925005090.2541,10.75819,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.29531,0,-1,1.4,0.6,1
63925005090.2541,10.75819,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.29531,0.8,1,0,0,0
63925005090.2541,10.75819,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.29531,0.55,2,1.45,0,0
63925005090.2546,10.75819,2,1,0,7,5,0,0.1,0,0,0,0,5,4.29531,2.1,1,0,0,0
63925005090.2546,10.75819,2,1,0,7,6,6,0.1,0,0,0,0,6,5.29531,1.44,3,1.4,0,0
63925005090.2546,10.75819,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.29531,0,-1,-1,0,0
63925005090.3201,10.81818,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.228323,1.495,1,0.3925,1.35,0
63925005090.3201,10.81818,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.228323,0,-1,1.4,0.6,1
63925005090.3201,10.81818,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.228323,0.8,1,0,0,0
63925005090.3201,10.81818,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.228323,0.55,2,1.45,0,0
63925005090.3201,10.81818,2,1,0,7,5,0,0.1,0,0,0,0,5,4.228323,2.1,1,0,0,0
63925005090.3201,10.81818,2,1,0,7,6,6,0.1,0,0,0,0,6,5.228323,1.44,3,1.4,0,0
63925005090.3201,10.81818,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.228323,0,-1,-1,0,0
63925005090.3705,10.87817,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.178322,1.495,1,0.3925,1.35,0
63925005090.3705,10.87817,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.178322,0,-1,1.4,0.6,1
63925005090.3705,10.87817,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.178322,0.8,1,0,0,0
63925005090.3705,10.87817,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.178322,0.55,2,1.45,0,0
63925005090.3705,10.87817,2,1,0,7,5,0,0.1,0,0,0,0,5,4.178322,2.1,1,0,0,0
63925005090.3705,10.87817,2,1,0,7,6,6,0.1,0,0,0,0,6,5.178322,1.44,3,1.4,0,0
63925005090.3705,10.87817,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.178322,0,-1,-1,0,0
63925005090.4374,10.93816,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.111654,1.495,1,0.3925,1.35,0
63925005090.4374,10.93816,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.111654,0,-1,1.4,0.6,1
63925005090.4374,10.93816,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.111654,0.8,1,0,0,0
63925005090.4374,10.93816,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.111654,0.55,2,1.45,0,0
63925005090.4374,10.93816,2,1,0,7,5,0,0.1,0,0,0,0,5,4.111654,2.1,1,0,0,0
63925005090.4374,10.93816,2,1,0,7,6,6,0.1,0,0,0,0,6,5.111654,1.44,3,1.4,0,0
63925005090.4374,10.93816,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.111654,0,-1,-1,0,0
63925005090.5028,11.01815,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.044986,1.495,1,0.3925,1.35,0
63925005090.5028,11.01815,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.044986,0,-1,1.4,0.6,1
63925005090.5028,11.01815,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.044987,0.8,1,0,0,0
63925005090.5028,11.01815,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.044987,0.55,2,1.45,0,0
63925005090.5028,11.01815,2,1,0,7,5,0,0.1,0,0,0,0,5,4.044986,2.1,1,0,0,0
63925005090.5028,11.01815,2,1,0,7,6,6,0.1,0,0,0,0,6,5.044986,1.44,3,1.4,0,0
63925005090.5028,11.01815,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.044987,0,-1,-1,0,0
63925005090.57,11.07814,2,1,0,7,1,-6,0.1,-6,0,0,1,5,3.978316,1.495,1,0.3925,1.35,0
63925005090.57,11.07814,2,1,0,7,2,0,0.1,-6,0,0,1,6,4.978315,0,-1,1.4,0.6,1
63925005090.57,11.07814,2,1,0,7,3,6,0.1,-6,1,0,0,3,1.978316,0.8,1,0,0,0
63925005090.57,11.07814,2,1,0,7,4,-6,0.1,0,0,0,-1,3,1.978316,0.55,2,1.45,0,0
63925005090.57,11.07814,2,1,0,7,5,0,0.1,0,0,0,0,5,3.978316,2.1,1,0,0,0
63925005090.57,11.07814,2,1,0,7,6,6,0.1,0,0,0,0,6,4.978315,1.44,3,1.4,0,0
63925005090.57,11.07814,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,3.978316,0,-1,-1,0,0
63925005090.6261,11.07814,2,1,1,7,1,-6,0.1,-6,0,0,1,5,3.927698,1.495,1,0.3925,1.35,0
63925005090.6261,11.07814,2,1,1,7,2,0,0.1,-6,0,0,1,6,4.927698,0,-1,1.4,0.6,1
63925005090.6261,11.07814,2,1,1,7,3,6,0.1,-6,1,0,0,3,1.927697,0.8,1,0,0,0
63925005090.6261,11.07814,2,1,1,7,4,-6,0.1,0,0,0,-1,3,1.927697,0.55,2,1.45,0,0
63925005090.6261,11.07814,2,1,1,7,5,0,0.1,0,0,0,0,5,3.927698,2.1,1,0,0,0
63925005090.6261,11.07814,2,1,1,7,6,6,0.1,0,0,0,0,6,4.927698,1.44,3,1.4,0,0
63925005090.6261,11.07814,2,1,1,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,3.927697,0,-1,-1,0,0
63925005090.687,11.15813,2,1,1,7,1,-6,0.1,-6,0,0,1,5,3.86103,1.495,1,0.3925,1.35,0
63925005090.687,11.15813,2,1,1,7,2,0,0.1,-6,0,0,1,6,4.86103,0,-1,1.4,0.6,1
63925005090.687,11.15813,2,1,1,7,3,6,0.1,-6,1,0,0,3,1.86103,0.8,1,0,0,0
63925005090.687,11.15813,2,1,1,7,4,-6,0.1,0,0,0,-1,3,1.86103,0.55,2,1.45,0,0
63925005090.687,11.15813,2,1,1,7,5,0,0.1,0,0,0,0,5,3.86103,2.1,1,0,0,0
63925005090.687,11.15813,2,1,1,7,6,6,0.1,0,0,0,0,6,4.86103,1.44,3,1.4,0,0
63925005090.687,11.15813,2,1,1,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,3.86103,0,-1,-1,0,0
63925005090.7374,11.21812,2,1,1,7,1,-6,0.1,-6,0,0,1,5,3.81103,1.495,1,0.3925,1.35,0
63925005090.7374,11.21812,2,1,1,7,2,0,0.1,-6,0,0,1,6,4.81103,0,-1,1.4,0.6,1
63925005090.7374,11.21812,2,1,1,7,3,6,0.1,-6,1,0,0,3,1.811029,0.8,1,0,0,0
63925005090.7374,11.21812,2,1,1,7,4,-6,0.1,0,0,0,-1,3,1.811029,0.55,2,1.45,0,0
