-8,12,45,0.5273,0.6025,-0.0752
-8,12,90,0.4539,0.5298,-0.0759
-8,12,135,0.5113,0.5746,-0.0633
-8,12,180,0.5004,0.5607,-0.0602
-8,12,225,0.5597,0.6318,-0.0721
-8,12,270,0.5039,0.5705,-0.0666
-8,12,315,0.5677,0.6476,-0.0799
-4,-12,0,0.4900,0.5842,-0.0942
-4,-12,45,0.4716,0.5629,-0.0912
-4,-12,90,0.4599,0.5360,-0.0760
-4,-12,135,0.4658,0.5364,-0.0706
-4,-12,180,0.4767,0.5551,-0.0783
-4,-12,225,0.4924,0.5735,-0.0811
-4,-12,270,0.5430,0.6266,-0.0837
-4,-12,315,0.5124,0.6149,-0.1025
-4,-8,0,0.5028,0.5912,-0.0884
-4,-8,45,0.4821,0.5658,-0.0837
-4,-8,90,0.4622,0.5351,-0.0729
-4,-8,135,0.4425,0.4960,-0.0534
-4,-8,180,0.4594,0.5155,-0.0561
-4,-8,225,0.4642,0.5189,-0.0547
-4,-8,270,0.5274,0.5984,-0.0710
-4,-8,315,0.5254,0.6151,-0.0897
-4,-4,0,0.5159,0.6055,-0.0896
-4,-4,45,0.4883,0.5720,-0.0836
-4,-4,90,0.4778,0.5553,-0.0774
-4,-4,135,0.4587,0.5289,-0.0703
-4,-4,180,0.4854,0.5647,-0.0792
-4,-4,225,0.5005,0.5828,-0.0823
-4,-4,270,0.5474,0.6345,-0.0871
-4,-4,315,0.5218,0.6184,-0.0966
-4,0,0,0.5200,0.6062,-0.0862
-4,0,45,0.4974,0.5794,-0.0820
-4,0,90,0.4794,0.5575,-0.0781
-4,0,135,0.4595,0.5352,-0.0757
-4,0,180,0.4910,0.5743,-0.0833
-4,0,225,0.4932,0.5822,-0.0890
-4,0,270,0.5350,0.6240,-0.0890
-4,0,315,0.5099,0.6044,-0.0946
-4,4,0,0.5110,0.5955,-0.0845
-4,4,45,0.5017,0.5856,-0.0839
-4,4,90,0.4889,0.5627,-0.0738
-4,4,135,0.4706,0.5499,-0.0793
-4,4,180,0.4758,0.5578,-0.0819
-4,4,225,0.5126,0.5985,-0.0859
-4,4,270,0.5457,0.6312,-0.0854
-4,4,315,0.5291,0.6181,-0.0890
-4,8,0,0.5023,0.5954,-0.0930
-4,8,45,0.4763,0.5647,-0.0885
-4,8,90,0.4823,0.5496,-0.0672
-4,8,135,0.4762,0.5483,-0.0721
-4,8,180,0.4932,0.5710,-0.0777
-4,8,225,0.5220,0.6033,-0.0813
-4,8,270,0.5412,0.6235,-0.0824
-4,8,315,0.5106,0.6107,-0.1002
-4,12,0,0.5200,0.6053,-0.0852
-4,12,45,0.4777,0.5651,-0.0873
-4,12,90,0.4738,0.5467,-0.0730
-4,12,135,0.4290,0.4839,-0.0549
-4,12,180,0.4716,0.5252,-0.0536
-4,12,225,0.4752,0.5358,-0.0606
-4,12,270,0.5304,0.6021,-0.0716
-4,12,315,0.5262,0.6187,-0.0925
0,-12,0,0.5129,0.5776,-0.0646
0,-12,45,0.5111,0.5504,-0.0394
0,-12,90,0.5594,0.5724,-0.0130
0,-12,135,0.4960,0.5322,-0.0362
0,-12,180,0.5084,0.5633,-0.0549
0,-12,225,0.4807,0.5693,-0.0886
0,-12,270,0.5177,0.6170,-0.0993
0,-12,315,0.5022,0.5974,-0.0953
0,-8,0,0.5206,0.5889,-0.0683
0,-8,45,0.5000,0.5617,-0.0617
0,-8,90,0.5660,0.5884,-0.0223
0,-8,135,0.4846,0.5309,-0.0462
0,-8,180,0.5028,0.5539,-0.0511
0,-8,225,0.4902,0.5728,-0.0826
0,-8,270,0.5315,0.6303,-0.0989
0,-8,315,0.5088,0.5952,-0.0864
0,-4,0,0.5365,0.5993,-0.0628
0,-4,45,0.5237,0.5591,-0.0354
0,-4,90,0.5602,0.5711,-0.0109
0,-4,135,0.4943,0.5306,-0.0363
0,-4,180,0.4952,0.5530,-0.0578
0,-4,225,0.4841,0.5745,-0.0904
0,-4,270,0.5300,0.6323,-0.1024
0,-4,315,0.5044,0.5922,-0.0878
0,0,0,0.5364,0.5980,-0.0616
0,0,45,0.5319,0.5602,-0.0283
0,0,90,0.5858,0.5947,-0.0089
0,0,135,0.4872,0.5193,-0.0321
0,0,180,0.5147,0.5678,-0.0530
0,0,225,0.4899,0.5751,-0.0852
0,0,270,0.5502,0.6479,-0.0976
0,0,315,0.5076,0.5913,-0.0837
0,4,0,0.5236,0.5887,-0.0650
0,4,45,0.5163,0.5555,-0.0392
0,4,90,0.5851,0.5921,-0.0071
0,4,135,0.5516,0.5616,-0.0100
0,4,180,0.5431,0.5771,-0.0341
0,4,225,0.5642,0.6215,-0.0572
0,4,270,0.5425,0.6343,-0.0918
0,4,315,0.5041,0.5954,-0.0913
0,8,0,0.5279,0.5917,-0.0639
0,8,45,0.5053,0.5474,-0.0421
0,8,90,0.5885,0.5995,-0.0110
0,8,135,0.5211,0.5474,-0.0263
0,8,180,0.5208,0.5723,-0.0515
0,8,225,0.5006,0.5758,-0.0752
0,8,270,0.5348,0.6307,-0.0959
0,8,315,0.4980,0.5908,-0.0928
0,12,0,0.5357,0.6031,-0.0675
0,12,45,0.4847,0.5469,-0.0622
0,12,90,0.5738,0.5938,-0.0200
0,12,135,0.4812,0.5257,-0.0445
0,12,180,0.5145,0.5643,-0.0498
0,12,225,0.4888,0.5714,-0.0826
0,12,270,0.5294,0.6295,-0.1001
0,12,315,0.4935,0.5861,-0.0926
4,-12,0,0.5442,0.5844,-0.0401
4,-12,45,0.5415,0.5602,-0.0187
4,-12,90,0.5440,0.5651,-0.0211
4,-12,135,0.5182,0.5290,-0.0108
4,-12,180,0.5354,0.5575,-0.0222
4,-12,225,0.5446,0.5812,-0.0366
4,-12,270,0.5406,0.5907,-0.0501
4,-12,315,0.5547,0.6006,-0.0459
4,-8,0,0.5541,0.5834,-0.0293
4,-8,45,0.5436,0.5584,-0.0147
4,-8,90,0.5144,0.5305,-0.0161
4,-8,135,0.4637,0.4799,-0.0162
4,-8,180,0.4842,0.5112,-0.0269
4,-8,225,0.4747,0.5299,-0.0552
4,-8,270,0.5291,0.5856,-0.0565
4,-8,315,0.5419,0.5989,-0.0570
4,-4,0,0.5580,0.5872,-0.0292
4,-4,45,0.5479,0.5614,-0.0134
4,-4,90,0.5443,0.5599,-0.0156
4,-4,135,0.5177,0.5288,-0.0111
4,-4,180,0.5221,0.5483,-0.0262
4,-4,225,0.5345,0.5660,-0.0315
4,-4,270,0.5450,0.5895,-0.0445
4,-4,315,0.5657,0.6047,-0.0390
4,0,0,0.5610,0.6023,-0.0413
4,0,45,0.5394,0.5586,-0.0191
4,0,90,0.5324,0.5569,-0.0245
4,0,135,0.5150,0.5267,-0.0117
4,0,180,0.5316,0.5508,-0.0192
4,0,225,0.5508,0.5784,-0.0276
4,0,270,0.5510,0.5943,-0.0433
4,0,315,0.5597,0.5975,-0.0378
4,4,0,0.5626,0.5949,-0.0322
4,4,45,0.5521,0.5677,-0.0156
4,4,90,0.5380,0.5587,-0.0208
4,4,135,0.5254,0.5383,-0.0130
4,4,180,0.5337,0.5563,-0.0226
4,4,225,0.5602,0.5858,-0.0256
4,4,270,0.5568,0.5969,-0.0401
4,4,315,0.5728,0.6096,-0.0369
4,8,0,0.5568,0.5876,-0.0308
4,8,45,0.5416,0.5540,-0.0124
4,8,90,0.5490,0.5619,-0.0129
4,8,135,0.5459,0.5537,-0.0077
4,8,180,0.5490,0.5663,-0.0173
4,8,225,0.5616,0.5926,-0.0310
4,8,270,0.5639,0.6096,-0.0456
4,8,315,0.5591,0.6026,-0.0435
4,12,0,0.5558,0.6025,-0.0468
4,12,45,0.5360,0.5511,-0.0151
4,12,90,0.5380,0.5577,-0.0197
4,12,135,0.4707,0.4866,-0.0158
4,12,180,0.4865,0.5112,-0.0247
4,12,225,0.4719,0.5285,-0.0567
4,12,270,0.5410,0.6016,-0.0606
4,12,315,0.5361,0.5950,-0.0589
8,-12,0,0.5741,0.6132,-0.0391
8,-12,45,0.5641,0.5958,-0.0318
8,-12,90,0.4445,0.4858,-0.0413
8,-12,135,0.5114,0.5399,-0.0285
8,-12,180,0.4866,0.5073,-0.0206
8,-12,225,0.5786,0.6073,-0.0287
8,-12,270,0.5361,0.5670,-0.0309
8,-12,315,0.6026,0.6367,-0.0342
8,-8,0,0.5467,0.5892,-0.0425
8,-8,45,0.5517,0.5894,-0.0378
8,-8,90,0.4479,0.4957,-0.0478
8,-8,135,0.5169,0.5498,-0.0329
8,-8,180,0.5331,0.5595,-0.0265
8,-8,225,0.5965,0.6246,-0.0281
8,-8,270,0.5300,0.5636,-0.0336
8,-8,315,0.5880,0.6267,-0.0387
8,-4,0,0.5280,0.5696,-0.0416
8,-4,45,0.5261,0.5611,-0.0350
8,-4,90,0.3994,0.4503,-0.0510
8,-4,135,0.5064,0.5338,-0.0274
8,-4,180,0.5307,0.5565,-0.0258
8,-4,225,0.5746,0.6007,-0.0261
8,-4,270,0.5251,0.5509,-0.0258
8,-4,315,0.5888,0.6254,-0.0366
8,0,0,0.5443,0.5899,-0.0456
8,0,45,0.5546,0.5906,-0.0360
8,0,90,0.4112,0.4574,-0.0462
8,0,135,0.5030,0.5307,-0.0277
8,0,180,0.4937,0.5172,-0.0235
8,0,225,0.5807,0.6077,-0.0270
8,0,270,0.5247,0.5609,-0.0362
8,0,315,0.5933,0.6304,-0.0371
8,4,0,0.5647,0.6055,-0.0409
8,4,45,0.5456,0.5820,-0.0364
8,4,90,0.4563,0.5035,-0.0472
8,4,135,0.5053,0.5403,-0.0349
8,4,180,0.5095,0.5465,-0.0370
8,4,225,0.5847,0.6116,-0.0268
8,4,270,0.5445,0.5769,-0.0324
8,4,315,0.6155,0.6447,-0.0292
8,8,0,0.5395,0.5721,-0.0326
8,8,45,0.5260,0.5549,-0.0289
8,8,90,0.4417,0.4858,-0.0441
8,8,135,0.5171,0.5432,-0.0261
8,8,180,0.5323,0.5595,-0.0272
8,8,225,0.5831,0.6130,-0.0299
8,8,270,0.5535,0.5806,-0.0270
8,8,315,0.6289,0.6592,-0.0304
8,12,0,0.5324,0.5784,-0.0460
8,12,45,0.5265,0.5592,-0.0327
8,12,90,0.4218,0.4670,-0.0452
8,12,135,0.5080,0.5349,-0.0269
8,12,180,0.5294,0.5451,-0.0157
8,12,225,0.5932,0.6190,-0.0258
8,12,270,0.5437,0.5738,-0.0301
8,12,315,0.5813,0.6244,-0.0432
12,-12,0,0.4659,0.5193,-0.0534
12,-12,45,0.4558,0.5257,-0.0699
12,-12,90,0.3609,0.4012,-0.0403
12,-12,135,0.4600,0.5062,-0.0462
12,-12,180,0.4104,0.4380,-0.0276
12,-12,225,0.5186,0.5622,-0.0436
12,-12,270,0.5287,0.5675,-0.0388
12,-12,315,0.5530,0.6122,-0.0592
12,-8,0,0.5022,0.5833,-0.0812
12,-8,45,0.4103,0.4799,-0.0695
12,-8,90,0.3470,0.4269,-0.0799
12,-8,135,0.3720,0.4067,-0.0348
12,-8,180,0.4461,0.4868,-0.0407
12,-8,225,0.5425,0.5799,-0.0374
12,-8,270,0.5722,0.6112,-0.0390
12,-8,315,0.5463,0.6006,-0.0544
12,-4,0,0.4649,0.5194,-0.0545
12,-4,45,0.3934,0.4415,-0.0480
12,-4,90,0.3254,0.3591,-0.0337
12,-4,135,0.3808,0.4092,-0.0284
12,-4,180,0.4661,0.4928,-0.0267
12,-4,225,0.5485,0.5860,-0.0375
12,-4,270,0.5694,0.6148,-0.0454
12,-4,315,0.5452,0.5989,-0.0537
12,0,0,0.2779,0.3240,-0.0462
12,0,45,0.3979,0.4133,-0.0153
12,0,90,0.3927,0.4103,-0.0177
12,0,135,0.4264,0.4474,-0.0210
12,0,180,0.3750,0.4243,-0.0493
12,0,225,0.3899,0.4072,-0.0173
12,0,270,0.2594,0.3115,-0.0521
12,0,315,0.3154,0.3303,-0.0150
12,4,0,0.5216,0.6040,-0.0824
12,4,45,0.4089,0.4908,-0.0820
12,4,90,0.3754,0.4434,-0.0680
12,4,135,0.3752,0.4283,-0.0531
12,4,180,0.4558,0.5099,-0.0542
12,4,225,0.5146,0.5763,-0.0617
12,4,270,0.5821,0.6468,-0.0648
12,4,315,0.5522,0.6389,-0.0867
12,8,0,0.4506,0.5113,-0.0607
12,8,45,0.4063,0.4648,-0.0585
12,8,90,0.3832,0.4111,-0.0280
12,8,135,0.3913,0.4257,-0.0345
12,8,180,0.4601,0.5000,-0.0399
12,8,225,0.4919,0.5462,-0.0543
12,8,270,0.5616,0.6331,-0.0715
12,8,315,0.5250,0.6058,-0.0808
12,12,0,0.5070,0.6362,-0.1291
12,12,45,0.4111,0.5195,-0.1084
12,12,90,0.4040,0.4890,-0.0849
12,12,135,0.3924,0.4501,-0.0577
12,12,180,0.3885,0.4380,-0.0496
12,12,225,0.4934,0.5624,-0.0690
12,12,270,0.5059,0.5906,-0.0848
12,12,315,0.5108,0.6118,-0.1009
