frame,real_seconds,art_scale,target_scale,dust_vertices
82,0.616784,1.016770,1.000000,208
83,0.620202,1.016996,1.000000,208
84,0.623435,1.017215,1.000000,208
85,0.646684,1.017636,1.000000,208
86,0.670446,1.019103,1.000000,208
87,0.670777,1.019264,1.000000,208
88,0.673419,1.019421,1.000000,208
89,0.676805,1.020009,1.000000,208
90,0.680104,1.020145,1.000000,208
91,0.683445,1.020278,1.000000,208
92,0.686761,1.020408,1.000000,208
93,0.690232,1.020533,1.000000,208
94,0.693456,1.020656,1.000000,208
95,0.716744,1.020891,1.000000,208
96,0.740567,1.021709,1.000000,208
97,0.740938,1.021799,1.000000,208
98,0.744013,1.021887,1.000000,208
99,0.747211,1.022214,1.000000,208
100,0.750417,1.022291,1.000000,208
101,0.753845,1.022365,1.000000,208
102,0.757120,1.022438,1.000000,208
103,0.760840,1.022508,1.000000,208
104,0.785608,1.022642,1.000000,208
105,0.810619,1.023164,1.000000,208
106,0.810964,1.023214,1.000000,208
107,0.813441,1.023263,1.000000,208
108,0.816838,1.023446,1.000000,208
109,0.820116,1.023488,1.000000,208
110,0.823451,1.023530,1.000000,208
111,0.826780,1.023570,1.000000,208
112,0.830224,1.023609,1.000000,208
113,0.853828,1.023685,1.000000,208
114,0.877952,1.023947,1.000000,208
115,0.878282,1.023975,1.000000,208
116,0.880083,1.024004,1.000000,208
117,0.883438,1.024108,1.000000,208
118,0.886747,1.024133,1.000000,208
119,0.890079,1.024156,1.000000,208
120,0.893416,1.024180,1.000000,208
121,0.896751,1.024202,1.000000,208
122,0.900211,1.024224,1.000000,208
123,0.923507,1.024266,1.000000,208
124,0.947064,1.024412,1.000000,208
125,0.947507,1.024428,1.000000,208
126,0.950111,1.024444,1.000000,208
127,0.953463,1.024502,1.000000,208
128,0.956748,1.024516,1.000000,208
129,0.960079,1.024529,1.000000,208
130,0.963419,1.024542,1.000000,208
131,0.966942,1.024555,1.000000,208
132,0.990887,1.024579,1.000000,208
133,1.015032,1.024663,1.000000,208
134,1.015374,1.024672,1.000000,208
135,1.016740,1.024681,1.000000,208
136,1.020198,1.024714,1.000000,208
137,1.023449,1.024722,1.000000,208
138,1.026744,1.024730,1.000000,208
139,1.030066,1.024737,1.000000,208
140,1.033413,1.024744,1.000000,208
141,1.036742,1.024751,1.000000,208
142,1.059956,1.024765,1.000000,208
143,1.083464,1.024812,1.000000,208
144,1.083806,1.024817,1.000000,208
145,1.086739,1.024822,1.000000,208
146,1.090105,1.024841,1.000000,208
147,1.093426,1.024845,1.000000,208
148,1.096735,1.024849,1.000000,208
149,1.100074,1.024853,1.000000,208
150,1.103532,1.024858,1.000000,208
151,1.106738,1.024861,1.000000,208
152,1.130004,1.024869,1.000000,208
153,1.153862,1.024895,1.000000,208
154,1.154194,1.024898,1.000000,208
155,1.156756,1.024901,1.000000,208
156,1.160128,1.024911,1.000000,208
157,1.163442,1.024914,1.000000,208
158,1.166743,1.024916,1.000000,208
159,1.170074,1.024918,1.000000,208
160,1.173437,1.024920,1.000000,208
161,1.176864,1.024923,1.000000,208
162,1.200363,1.024927,1.000000,208
163,1.223965,1.024941,1.000000,208
164,1.224404,1.024943,1.000000,208
165,1.226770,1.024944,1.000000,208
166,1.230096,1.024950,1.000000,208
167,1.233508,1.024952,1.000000,208
168,1.236803,1.024953,1.000000,208
169,1.240107,1.024954,1.000000,208
170,1.243469,1.024956,1.000000,208
171,1.267065,1.024958,1.000000,208
172,1.290822,1.024966,1.000000,208
173,1.291146,1.024967,1.000000,208
174,1.293530,1.024968,1.000000,208
175,1.296791,1.024971,1.000000,208
176,1.300079,1.024972,1.000000,208
177,1.303389,1.024973,1.000000,208
178,1.306815,1.024974,1.000000,208
179,1.310053,1.024974,1.000000,208
180,1.334599,1.024976,1.000000,208
181,1.359571,1.024981,1.000000,208
182,1.359903,1.024981,1.000000,208
183,1.363402,1.024982,1.000000,208
184,1.366850,1.024984,1.000000,208
185,1.370075,1.024984,1.000000,208
186,1.373406,1.024985,1.000000,208
187,1.376853,1.024985,1.000000,208
188,1.380074,1.024986,1.000000,208
189,1.404104,1.024986,1.000000,208
190,1.428543,1.024989,1.000000,208
191,1.428881,1.024989,1.000000,208
192,1.430052,1.024990,1.000000,208
193,1.433577,1.024991,1.000000,208
194,1.436832,1.024991,1.000000,208
195,1.440064,1.024991,1.000000,208
196,1.443403,1.024991,1.000000,208
197,1.446872,1.024992,1.000000,208
198,1.450076,1.024992,1.000000,208
199,1.473230,1.024992,1.000000,208
200,1.496726,1.024994,1.000000,208
201,1.497069,1.024994,1.000000,208
202,1.500076,1.024994,1.000000,208
203,1.503437,1.019732,1.000000,208
204,1.506742,1.018506,1.000000,208
205,1.510057,1.017315,1.000000,208
206,1.513420,1.016157,1.000000,208
207,1.516850,1.015029,1.000000,208
208,1.520071,1.013934,1.000000,208
209,1.543927,1.011830,1.000000,208
210,1.568104,1.004492,1.000000,208
211,1.568431,1.003685,1.000000,208
212,1.570114,1.002900,1.000000,208
213,1.573454,0.999963,1.000000,208
214,1.576731,0.999279,1.000000,208
215,1.580060,0.998614,1.000000,208
216,1.583402,0.997967,1.000000,208
217,1.586886,0.997337,1.000000,208
218,1.590075,0.996725,1.000000,208
219,1.614029,0.995552,1.000000,208
220,1.638335,0.991458,1.000000,208
221,1.638682,0.991007,1.000000,208
222,1.640094,0.990569,1.000000,208
223,1.643484,0.988931,1.000000,208
224,1.646849,0.988549,1.000000,208
225,1.650104,0.988178,1.000000,208
226,1.653409,0.987817,1.000000,208
227,1.656842,0.987466,1.000000,208
228,1.660068,0.987125,1.000000,208
229,1.683667,0.986468,1.000000,208
230,1.707925,0.984183,1.000000,208
231,1.708271,0.983932,1.000000,208
232,1.710073,0.983687,1.000000,208
233,1.713419,0.982774,1.000000,208
234,1.716724,0.982561,1.000000,208
235,1.720070,0.982354,1.000000,208
236,1.723383,0.982152,1.000000,208
237,1.726913,0.981956,1.000000,208
238,1.730206,0.981766,1.000000,208
239,1.753707,0.981401,1.000000,208
240,1.777120,0.980125,1.000000,208
241,1.777556,0.979985,1.000000,208
242,1.780077,0.979849,1.000000,208
243,1.783471,0.979338,1.000000,208
244,1.786848,0.979220,1.000000,208
245,1.790111,0.979104,1.000000,208
246,1.793454,0.978991,1.000000,208
247,1.796771,0.978882,1.000000,208
248,1.800212,0.978776,1.000000,208
249,1.824131,0.978572,1.000000,208
250,1.848128,0.977860,1.000000,208
251,1.848567,0.977782,1.000000,208
252,1.850125,0.977706,1.000000,208
253,1.853485,0.977421,1.000000,208
254,1.856779,0.977355,1.000000,208
255,1.860090,0.977290,1.000000,208
256,1.863420,0.977227,1.000000,208
257,1.866776,0.977166,1.000000,208
258,1.870194,0.977107,1.000000,208
259,1.893332,0.976993,1.000000,208
260,1.916865,0.976596,1.000000,208
261,1.917334,0.977237,1.000000,208
262,1.920048,0.977860,1.000000,208
263,1.923416,0.980191,1.000000,208
264,1.926721,0.980733,1.000000,208
265,1.930238,0.981262,1.000000,208
266,1.933423,0.981774,1.000000,208
267,1.936727,0.982273,1.000000,208
268,1.940151,0.982759,1.000000,208
269,1.963496,0.983691,1.000000,208
270,1.986865,0.986940,1.000000,208
271,1.987304,0.987297,1.000000,208
272,1.990047,0.987645,1.000000,208
273,1.993422,0.988946,1.000000,208
274,1.996708,0.989248,1.000000,208
275,2.000058,0.989542,1.000000,208
276,2.003376,0.989829,1.000000,208
277,2.006727,0.990108,1.000000,208
278,2.010146,0.990379,1.000000,208
279,2.034912,0.990899,1.000000,208
280,2.059765,0.992712,1.000000,208
281,2.060207,0.992911,1.000000,208
282,2.063383,0.993105,1.000000,208
283,2.066750,0.994000,1.000000,208
284,2.070054,0.994164,1.000000,208
285,2.073400,0.994324,1.000000,208
286,2.076718,0.994480,1.000000,208
287,2.099953,0.994778,1.000000,208
288,2.123396,0.995818,1.000000,208
289,2.123724,0.995933,1.000000,208
290,2.126710,0.996044,1.000000,208
291,2.130193,0.996461,1.000000,208
292,2.133397,0.996557,1.000000,208
293,2.136709,0.996652,1.000000,208
294,2.140054,0.996743,1.000000,208
295,2.143645,0.996833,1.000000,208
296,2.146919,0.996920,1.000000,208
297,2.170237,0.997086,1.000000,208
298,2.193776,0.997666,1.000000,208
299,2.194110,0.997730,1.000000,208
300,2.196723,0.997792,1.000000,208
301,2.200046,0.998025,1.000000,208
302,2.203385,0.998079,1.000000,208
303,2.206736,0.998132,1.000000,208
304,2.210058,0.998183,1.000000,208
305,2.213481,0.998232,1.000000,208
306,2.216711,0.998281,1.000000,208
307,2.240498,0.998374,1.000000,208
308,2.263420,0.998698,1.000000,208
309,2.263753,0.998733,1.000000,208
310,2.266711,0.998768,1.000000,208
311,2.270089,0.998898,1.000000,208
312,2.273390,0.998928,1.000000,208
313,2.276708,0.998957,1.000000,208
314,2.280033,0.998986,1.000000,208
315,2.283495,0.999014,1.000000,208
316,2.286809,0.999041,1.000000,208
317,2.310168,0.999093,1.000000,208
318,2.333957,0.999273,1.000000,208
319,2.334290,0.999293,1.000000,208
320,2.336712,0.999313,1.000000,208
321,2.340064,0.999385,1.000000,208
322,2.343402,0.999402,1.000000,208
323,2.346754,0.999418,1.000000,208
324,2.350253,0.999434,1.000000,208
325,2.353495,0.999450,1.000000,208
326,2.376565,0.999480,1.000000,208
327,2.399963,0.999583,1.000000,208
328,2.400393,0.999595,1.000000,208
329,2.403370,0.999606,1.000000,208
330,2.406693,0.999647,1.000000,208
331,2.410048,0.999657,1.000000,208
332,2.413350,0.999666,1.000000,208
333,2.416684,0.999675,1.000000,208
334,2.420022,0.999684,1.000000,208
335,2.423445,0.999693,1.000000,208
336,2.447313,0.999710,1.000000,208
337,2.471552,0.999767,1.000000,208
338,2.471993,0.999774,1.000000,208
339,2.473421,0.999780,1.000000,208
340,2.476700,0.999803,1.000000,208
341,2.480007,0.999809,1.000000,208
342,2.483340,0.999814,1.000000,208
343,2.486674,0.999819,1.000000,208
344,2.490026,0.999824,1.000000,208
345,2.493468,0.999829,1.000000,208
346,2.516844,0.999838,1.000000,208
347,2.540460,0.999870,1.000000,208
348,2.540900,0.999874,1.000000,208
349,2.543365,0.999877,1.000000,208
350,2.546693,0.999890,1.000000,208
351,2.550167,0.999893,1.000000,208
352,2.553495,0.999896,1.000000,208
353,2.556692,0.999899,1.000000,208
354,2.560013,0.999902,1.000000,208
355,2.563458,0.999904,1.000000,208
356,2.587089,0.999910,1.000000,208
357,2.611341,0.999928,1.000000,208
358,2.611684,0.999930,1.000000,208
359,2.613355,0.999931,1.000000,208
360,2.616687,0.999939,1.000000,208
361,2.619994,0.999940,1.000000,208
362,2.623343,0.999942,1.000000,208
363,2.626654,0.999944,1.000000,208
364,2.630024,0.999945,1.000000,208
365,2.633478,0.999947,1.000000,208
366,2.657665,0.999949,1.000000,208
367,2.682145,0.999960,1.000000,208
368,2.682471,0.999961,1.000000,208
369,2.683379,0.999962,1.000000,208
370,2.686670,0.999966,1.000000,208
371,2.690007,0.999967,1.000000,208
372,2.693346,0.999968,1.000000,208
373,2.696677,0.999969,1.000000,208
374,2.699993,0.999969,1.000000,208
375,2.703455,0.999970,1.000000,208
376,2.726604,0.999972,1.000000,208
377,2.749868,0.999977,1.000000,208
378,2.750294,0.999978,1.000000,208
379,2.753409,0.999979,1.000000,208
380,2.756831,0.999981,1.000000,208
381,2.760144,0.999981,1.000000,208
382,2.763355,0.999982,1.000000,208
383,2.766675,0.999982,1.000000,208
384,2.770010,0.999983,1.000000,208
385,2.793406,0.999984,1.000000,208
386,2.816678,0.999987,1.000000,208
387,2.816996,0.999987,1.000000,208
388,2.820049,0.999988,1.000000,208
389,2.823502,0.999989,1.000000,208
390,2.826729,0.999989,1.000000,208
391,2.830041,0.999990,1.000000,208
392,2.833384,0.999990,1.000000,208
393,2.836716,0.999990,1.000000,208
394,2.860940,0.999991,1.000000,208
395,2.885631,0.999993,1.000000,208
396,2.885966,0.999993,1.000000,208
397,2.886771,0.999993,1.000000,208
398,2.890051,0.999994,1.000000,208
399,2.893363,0.999994,1.000000,208
400,2.896692,0.999994,1.000000,208
401,2.900052,0.999994,1.000000,208
402,2.903481,0.999994,1.000000,208
403,2.926857,0.999995,1.000000,208
404,2.950692,0.999996,1.000000,208
405,2.951119,0.999996,1.000000,208
406,2.953375,0.999996,1.000000,208
407,2.956715,0.999996,1.000000,208
408,2.960213,0.999997,1.000000,208
409,2.963537,0.999997,1.000000,208
410,2.966687,0.999997,1.000000,208
411,2.969996,0.999997,1.000000,208
412,2.973460,0.999997,1.000000,208
413,2.996724,0.999997,1.000000,208
414,3.020183,0.999998,1.000000,208
415,3.020617,0.999998,1.000000,208
416,3.023440,0.999998,1.000000,208
417,3.026749,0.999998,1.000000,208
418,3.030053,0.999998,1.000000,208
419,3.033393,0.999998,1.000000,208
420,3.036816,0.999998,1.000000,208
421,3.040107,0.999998,1.000000,208
422,3.064667,0.999998,1.000000,208
423,3.089400,0.999999,1.000000,208
424,3.089733,0.999999,1.000000,208
425,3.093353,0.999999,1.000000,208
426,3.096828,0.999999,1.000000,208
427,3.100016,0.999999,1.000000,208
428,3.103283,0.999999,1.000000,208
429,3.106609,0.999999,1.000000,208
430,3.109930,0.999999,1.000000,208
431,3.133053,0.999999,1.000000,208
432,3.156716,0.999999,1.000000,208
433,3.157017,0.999999,1.000000,208
434,3.159983,0.999999,1.000000,208
435,3.163688,0.999999,1.000000,208
436,3.166814,0.999999,1.000000,208
437,3.169965,0.999999,1.000000,208
438,3.173298,0.999999,1.000000,208
439,3.176744,0.999999,1.000000,208
440,3.199872,0.999999,1.000000,208
441,3.223382,1.000000,1.000000,208
442,3.223799,1.000000,1.000000,208
443,3.226610,1.000000,1.000000,208
444,3.229982,1.000000,1.000000,208
445,3.233351,1.000000,1.000000,208
446,3.236658,1.000000,1.000000,208
447,3.239942,1.000000,1.000000,208
448,3.243276,1.000000,1.000000,208
449,3.246745,1.000000,1.000000,208
450,3.270675,1.000000,1.000000,208
451,3.293428,1.000000,1.000000,208
452,3.293856,1.000000,1.000000,208
453,3.296617,1.000000,1.000000,208
454,3.299990,1.000000,1.000000,208
455,3.303346,1.000000,1.000000,208
456,3.306627,1.000000,1.000000,208
457,3.309937,1.000000,1.000000,208
458,3.313281,1.000000,1.000000,208
459,3.316727,1.000000,1.000000,208
460,3.339937,1.000000,1.000000,208
461,3.363664,1.000000,1.000000,208
462,3.363985,1.000000,1.000000,208
463,3.366611,1.000000,1.000000,208
464,3.370187,1.000000,1.000000,208
465,3.373349,1.000000,1.000000,208
466,3.376635,1.000000,1.000000,208
467,3.379980,1.000000,1.000000,208
468,3.383295,1.000000,1.000000,208
469,3.406551,1.000000,1.000000,208
470,3.429773,1.000000,1.000000,208
471,3.430091,1.000000,1.000000,208
472,3.433279,1.000000,1.000000,208
473,3.436763,1.000000,1.000000,208
474,3.439933,1.000000,1.000000,208
475,3.443299,1.000000,1.000000,208
476,3.446608,1.000000,1.000000,208
477,3.449934,1.000000,1.000000,208
478,3.453280,1.000000,1.000000,208
479,3.477010,1.000000,1.000000,208
480,3.501386,1.000000,1.000000,208
481,3.501725,1.000000,1.000000,208
482,3.503298,1.000000,1.000000,208
483,3.506611,1.000000,1.000000,208
484,3.510251,1.000000,1.000000,208
485,3.513346,1.000000,1.000000,208
486,3.516595,1.000000,1.000000,208
487,3.520063,1.000000,1.000000,208
488,3.523301,1.000000,1.000000,208
489,3.546726,1.000000,1.000000,208
490,3.570525,1.000000,1.000000,208
491,3.570860,1.000000,1.000000,208
492,3.573343,1.000000,1.000000,208
493,3.576625,1.000000,1.000000,208
494,3.579944,1.000000,1.000000,208
495,3.583251,1.000000,1.000000,208
496,3.586601,1.000000,1.000000,208
497,3.590079,1.000000,1.000000,208
498,3.593268,1.000000,1.000000,208
499,3.616380,1.000000,1.000000,208
500,3.640037,1.000000,1.000000,208
501,3.640307,1.000000,1.000000,208
502,3.643302,1.000000,1.000000,208
503,3.646649,1.000000,1.000000,208
504,3.649973,1.000000,1.000000,208
505,3.653314,1.000000,1.000000,208
506,3.656629,1.000000,1.000000,208
507,3.659969,1.000000,1.000000,208
508,3.663441,1.000000,1.000000,208
509,3.687342,1.000000,1.000000,208
510,3.711571,1.000000,1.000000,208
511,3.711848,1.000000,1.000000,208
512,3.713261,1.000000,1.000000,208
513,3.716663,1.000000,1.000000,208
514,3.719948,1.000000,1.000000,208
515,3.723318,1.000000,1.000000,208
516,3.726616,1.000000,1.000000,208
517,3.729971,1.000000,1.000000,208
518,3.733447,1.000000,1.000000,208
519,3.756340,1.000000,1.000000,208
520,3.779643,1.000000,1.000000,208
521,3.780038,1.000000,1.000000,208
522,3.783278,1.000000,1.000000,208
523,3.786593,1.000000,1.000000,208
524,3.790073,1.000000,1.000000,208
525,3.793482,1.000000,1.000000,208
526,3.796599,1.000000,1.000000,208
527,3.799909,1.000000,1.000000,208
528,3.803412,1.000000,1.000000,208
529,3.826556,1.000000,1.000000,208
530,3.850116,1.000000,1.000000,208
531,3.850500,1.000000,1.000000,208
532,3.853265,1.000000,1.000000,208
533,3.856629,1.000000,1.000000,208
534,3.859935,1.000000,1.000000,208
535,3.863253,1.000000,1.000000,208
536,3.866589,1.000000,1.000000,208
537,3.869935,1.000000,1.000000,208
538,3.893847,1.000000,1.000000,208
539,3.917733,1.000000,1.000000,208
540,3.917994,1.000000,1.000000,208
541,3.919913,1.000000,1.000000,208
542,3.923409,1.000000,1.000000,208
543,3.926591,1.000000,1.000000,208
544,3.929941,1.000000,1.000000,208
545,3.933273,1.000000,1.000000,208
546,3.936583,1.000000,1.000000,208
547,3.959543,1.000000,1.000000,208
548,3.983144,1.000000,1.000000,208
549,3.983419,1.000000,1.000000,208
550,3.986592,1.000000,1.000000,208
551,3.989929,1.000000,1.000000,208
552,3.993298,1.000000,1.000000,208
553,3.996589,1.000000,1.000000,208
554,3.999924,1.000000,1.000000,208
555,4.003384,1.000000,1.000000,208
