seconds,x,y,z,state
13.073,-9.000,0.212,-8.772,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=0.0|peeing=False|peeCooldown=84.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.179,-9.000,0.212,-8.727,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=0.0|peeing=False|peeCooldown=84.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.281,-9.000,0.212,-8.683,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=0.0|peeing=False|peeCooldown=84.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.389,-9.000,0.212,-8.637,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=0.0|peeing=False|peeCooldown=84.0|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.496,-9.000,0.212,-8.591,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=0.0|peeing=False|peeCooldown=83.9|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.599,-9.000,0.212,-8.546,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=0.0|peeing=False|peeCooldown=83.8|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.703,-9.000,0.212,-8.501,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=0.0|peeing=False|peeCooldown=83.7|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.804,-9.017,0.212,-8.467,walk|wait=2.82|panic=0.00|target=1|speed=0.41|near=False|yaw=347.5|peeing=False|peeCooldown=83.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.906,-9.036,0.212,-8.427,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.6|peeing=False|peeCooldown=83.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.008,-9.056,0.212,-8.388,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=83.4|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.108,-9.075,0.212,-8.350,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=83.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.214,-9.095,0.212,-8.309,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=83.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.321,-9.116,0.212,-8.268,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=83.0|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.425,-9.136,0.212,-8.228,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=82.9|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.538,-9.158,0.212,-8.184,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=82.8|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.642,-9.178,0.212,-8.144,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=82.7|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.742,-9.197,0.212,-8.106,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=82.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.848,-9.217,0.212,-8.065,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=82.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.952,-9.237,0.212,-8.025,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=82.4|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.058,-9.258,0.212,-7.984,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=82.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.160,-9.277,0.212,-7.945,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=82.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.262,-9.297,0.212,-7.906,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=82.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.370,-9.318,0.212,-7.865,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=82.0|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.471,-9.337,0.212,-7.826,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=81.9|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.573,-9.357,0.212,-7.786,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=81.8|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.675,-9.377,0.212,-7.747,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=81.7|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.785,-9.398,0.212,-7.705,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=81.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.887,-9.417,0.212,-7.665,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=81.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.991,-9.437,0.212,-7.626,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=81.4|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.095,-9.457,0.212,-7.586,walk|wait=2.82|panic=0.00|target=1|speed=0.43|near=False|yaw=333.4|peeing=False|peeCooldown=81.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.199,-9.477,0.212,-7.546,walk|wait=2.82|panic=0.00|target=1|speed=0.41|near=False|yaw=333.4|peeing=False|peeCooldown=81.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.302,-9.493,0.212,-7.515,walk|wait=2.82|panic=0.00|target=1|speed=0.30|near=False|yaw=333.4|peeing=False|peeCooldown=81.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.404,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=330.9|peeing=False|peeCooldown=81.0|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
16.504,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=324.4|peeing=False|peeCooldown=80.9|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
16.606,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=317.8|peeing=False|peeCooldown=80.8|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
16.708,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=311.2|peeing=False|peeCooldown=80.7|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
16.812,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=304.5|peeing=False|peeCooldown=80.6|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
16.914,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=297.9|peeing=False|peeCooldown=80.5|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
17.019,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=291.2|peeing=False|peeCooldown=80.4|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
17.121,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=284.5|peeing=False|peeCooldown=80.2|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
17.222,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.9|peeing=False|peeCooldown=80.1|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
17.327,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=80.0|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
17.432,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=79.9|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
17.537,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=79.8|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
17.639,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=79.7|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
17.739,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=79.6|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
17.840,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=79.5|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
17.940,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=79.4|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
18.045,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=79.3|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
18.146,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=79.2|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
18.256,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=79.1|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
18.361,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=79.0|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
18.462,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=78.9|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
18.564,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=78.8|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
18.666,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=78.7|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
18.773,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=78.6|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
18.877,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=78.5|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
18.982,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=78.4|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
19.085,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=78.3|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
19.188,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=78.2|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
19.291,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=78.1|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
19.399,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=78.0|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
19.502,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=77.9|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
19.604,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=77.8|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
19.704,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=77.7|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
19.805,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=77.6|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
19.905,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=77.5|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
20.011,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=77.4|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
20.117,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=77.3|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
20.220,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=77.2|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
20.328,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=77.0|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
20.435,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=76.9|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
20.550,-9.500,0.212,-7.501,idle|wait=2.82|panic=0.00|target=1|speed=0.00|near=False|yaw=277.4|peeing=False|peeCooldown=76.8|aerial=False|glide=False|legs=0|activity=Watch|site=1|visits=2
20.651,-9.500,0.212,-7.501,alert|wait=2.82|panic=2.36|target=1|speed=0.00|near=True|yaw=264.6|peeing=False|peeCooldown=76.7|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
20.751,-9.500,0.212,-7.521,run|wait=2.82|panic=2.26|target=1|speed=0.40|near=True|yaw=238.7|peeing=False|peeCooldown=76.6|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
20.854,-9.500,0.212,-7.584,run|wait=2.82|panic=2.15|target=1|speed=0.81|near=True|yaw=211.8|peeing=False|peeCooldown=76.5|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
20.954,-9.500,0.212,-7.686,run|wait=2.82|panic=2.05|target=1|speed=1.21|near=True|yaw=186.0|peeing=False|peeCooldown=76.4|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
21.057,-9.500,0.212,-7.833,run|wait=2.82|panic=1.95|target=1|speed=1.62|near=True|yaw=180.0|peeing=False|peeCooldown=76.3|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
21.157,-9.500,0.212,-8.010,run|wait=2.82|panic=1.85|target=1|speed=2.01|near=True|yaw=180.0|peeing=False|peeCooldown=76.2|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
21.257,-9.500,0.212,-8.226,run|wait=2.82|panic=1.75|target=1|speed=2.20|near=True|yaw=180.0|peeing=False|peeCooldown=76.1|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
21.360,-9.500,0.212,-8.452,run|wait=2.82|panic=1.65|target=1|speed=2.20|near=True|yaw=180.0|peeing=False|peeCooldown=76.0|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
21.461,-9.500,0.212,-8.675,run|wait=2.82|panic=1.55|target=1|speed=2.20|near=True|yaw=180.0|peeing=False|peeCooldown=75.9|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
21.563,-9.500,0.212,-8.900,run|wait=2.82|panic=1.44|target=1|speed=2.20|near=True|yaw=180.0|peeing=False|peeCooldown=75.8|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
21.664,-9.451,0.212,-9.098,run|wait=2.82|panic=1.34|target=1|speed=2.15|near=True|yaw=166.6|peeing=False|peeCooldown=75.7|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
21.765,-9.352,0.212,-9.297,run|wait=2.82|panic=1.24|target=1|speed=2.20|near=True|yaw=153.4|peeing=False|peeCooldown=75.6|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
21.866,-9.253,0.212,-9.495,run|wait=2.82|panic=1.14|target=1|speed=2.20|near=True|yaw=153.4|peeing=False|peeCooldown=75.5|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
21.966,-9.154,0.212,-9.691,run|wait=2.82|panic=1.04|target=1|speed=2.20|near=True|yaw=153.4|peeing=False|peeCooldown=75.4|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=2
