mode,stage,time,x,y,z,vy,eye_y,swimming,grounded,holding,clip
Classic,directional-motion,2.9083,-13.2000,-0.8600,3.9098,0.0000,0.3900,True,False,True,True
Classic,directional-motion,2.9096,-13.2000,-0.8600,3.9098,0.0000,0.3900,True,False,True,True
Classic,directional-motion,2.9525,-13.2000,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,2.9547,-13.2000,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,2.9564,-13.2000,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,2.9576,-13.2000,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,2.9592,-13.2000,-0.8600,3.9685,0.0000,0.3900,True,False,True,True
Classic,directional-motion,2.9606,-13.2000,-0.8600,3.9978,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.0054,-13.2000,-0.8600,4.0565,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.0077,-13.2000,-0.8600,4.0565,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.0092,-13.2000,-0.8600,4.0565,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.0103,-13.2000,-0.8600,4.0565,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.0113,-13.2000,-0.8600,4.0565,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.0545,-13.2000,-0.8600,4.1152,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.0570,-13.2000,-0.8600,4.1152,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.0585,-13.2000,-0.8600,4.1152,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.0595,-13.2000,-0.8600,4.1152,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.0603,-13.2000,-0.8600,4.1446,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.0619,-13.2000,-0.8600,4.1446,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.1046,-13.2000,-0.8600,4.2033,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.1070,-13.2000,-0.8600,4.2033,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.1084,-13.2000,-0.8600,4.2033,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.1095,-13.2000,-0.8600,4.2033,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.1110,-13.2000,-0.8600,4.2033,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.1127,-13.2000,-0.8600,4.2033,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.1562,-13.2000,-0.8600,4.2620,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.1591,-13.2000,-0.8600,4.2620,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.1606,-13.2000,-0.8600,4.2913,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.1624,-13.2000,-0.8600,4.2913,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.1636,-13.2000,-0.8600,4.2913,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2076,-13.2000,-0.8600,4.3500,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2098,-13.2000,-0.8600,4.3500,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2111,-13.2000,-0.8600,4.3500,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2126,-13.2000,-0.8600,4.3500,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2138,-13.2000,-0.8600,4.3500,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2554,-13.2000,-0.8600,4.4087,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2577,-13.2000,-0.8600,4.4087,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2589,-13.2000,-0.8600,4.4087,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2598,-13.2000,-0.8600,4.4087,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2608,-13.2000,-0.8600,4.4381,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2624,-13.2000,-0.8600,4.4381,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2635,-13.2000,-0.8600,4.4381,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.2645,-13.2000,-0.8600,4.4381,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.3140,-13.2000,-0.8600,4.4967,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.3575,-13.2000,-0.8600,4.5554,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.3612,-13.2000,-0.8600,4.5848,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.3628,-13.2000,-0.8600,4.5848,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.3636,-13.2000,-0.8600,4.5848,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.3647,-13.2000,-0.8600,4.5848,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.4084,-13.2000,-0.8600,4.6435,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.4111,-13.2000,-0.8600,4.6435,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.4124,-13.2000,-0.8600,4.6435,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.4138,-13.2000,-0.8600,4.6435,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.4151,-13.2000,-0.8600,4.6435,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.4580,-13.2000,-0.8600,4.7022,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.4601,-13.2000,-0.8600,4.7315,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.4619,-13.2000,-0.8600,4.7315,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.4633,-13.2000,-0.8600,4.7315,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.4644,-13.2000,-0.8600,4.7315,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.4652,-13.2000,-0.8600,4.7315,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.5085,-13.2000,-0.8600,4.7902,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.5110,-13.2000,-0.8600,4.7902,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.5124,-13.2000,-0.8600,4.7902,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.5134,-13.2000,-0.8600,4.7902,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.5145,-13.2000,-0.8600,4.7902,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.5157,-13.2000,-0.8600,4.7902,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.5587,-13.2000,-0.8600,4.8489,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.5618,-13.2000,-0.8600,4.8783,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.5633,-13.2000,-0.8600,4.8783,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.5645,-13.2000,-0.8600,4.8783,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.5661,-13.2000,-0.8600,4.8783,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.6108,-13.2000,-0.8600,4.9370,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.6130,-13.2000,-0.8600,4.9370,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.6151,-13.2000,-0.8600,4.9370,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.6167,-13.2000,-0.8600,4.9370,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.6626,-13.2000,-0.8600,5.0250,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.6651,-13.2000,-0.8600,5.0250,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.6662,-13.2000,-0.8600,5.0250,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.6676,-13.2000,-0.8600,5.0250,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7112,-13.2000,-0.8600,5.0837,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7130,-13.2000,-0.8600,5.0837,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7143,-13.2000,-0.8600,5.0837,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7155,-13.2000,-0.8600,5.0837,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7169,-13.2000,-0.8600,5.0837,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7179,-13.2000,-0.8600,5.0837,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7602,-13.2000,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7631,-13.2000,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7645,-13.2000,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7656,-13.2000,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7665,-13.2000,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7673,-13.2000,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.7681,-13.2000,-0.8600,5.1718,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.8243,-13.2000,-0.8600,5.2598,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.8696,-13.2000,-0.8600,5.3185,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.8724,-13.2000,-0.8600,5.3185,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.8740,-13.2000,-0.8600,5.3185,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.8752,-13.2000,-0.8600,5.3185,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.8764,-13.2000,-0.8600,5.3185,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9201,-13.2000,-0.8600,5.4065,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9221,-13.2000,-0.8600,5.4065,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9236,-13.2000,-0.8600,5.4065,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9248,-13.2000,-0.8600,5.4065,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9258,-13.2000,-0.8600,5.4065,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9268,-13.2000,-0.8600,5.4065,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9681,-13.2000,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9700,-13.2000,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9713,-13.2000,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9727,-13.2000,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9737,-13.2000,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9744,-13.2000,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9751,-13.2000,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9757,-13.2000,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,3.9780,-13.2000,-0.8600,5.4652,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.0267,-13.2000,-0.8600,5.5533,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.0287,-13.2000,-0.8600,5.5533,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.0713,-13.2000,-0.8600,5.6120,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.0733,-13.2000,-0.8600,5.6120,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.0750,-13.2000,-0.8600,5.6120,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.0762,-13.2000,-0.8600,5.6120,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.0773,-13.2000,-0.8600,5.6120,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.0782,-13.2000,-0.8600,5.6120,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.0797,-13.2000,-0.8600,5.6120,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.1313,-13.2000,-0.8600,5.7000,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.1781,-13.2000,-0.8600,5.7587,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.1800,-13.2000,-0.8600,5.7881,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.1814,-13.2000,-0.8600,5.7881,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.1825,-13.2000,-0.8600,5.7881,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.2242,-13.2000,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.2265,-13.2000,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.2276,-13.2000,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.2284,-13.2000,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.2292,-13.2000,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.2299,-13.2000,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.2308,-13.2000,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.2319,-13.2000,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.2338,-13.2000,-0.8600,5.8468,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.2832,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.3279,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.3303,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.3315,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.3324,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.3332,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.3343,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.3783,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.3808,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.3823,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.3835,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.3846,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.4261,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.4283,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.4294,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.4303,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.4314,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.4328,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.4337,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.4345,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.4365,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.4871,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.5344,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.5368,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.5385,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.5404,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.5862,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.5881,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.5897,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
Classic,directional-motion,4.5910,-13.2000,-0.8600,5.9348,0.0000,0.3900,True,False,True,True
