seconds,x,y,z,state
10.686,-9.500,0.102,9.000,idle|wait=7.87|panic=0.00|target=1|speed=0.00|near=False|yaw=270.0|peeing=False|peeCooldown=112.9|aerial=False|glide=False|legs=0|activity=Investigate|site=2|visits=1
10.787,-9.500,0.102,9.000,idle|wait=7.87|panic=0.00|target=1|speed=0.00|near=False|yaw=270.0|peeing=False|peeCooldown=112.8|aerial=False|glide=False|legs=0|activity=Investigate|site=2|visits=1
10.889,-9.500,0.102,9.000,idle|wait=7.87|panic=0.00|target=1|speed=0.00|near=False|yaw=270.0|peeing=False|peeCooldown=112.7|aerial=False|glide=False|legs=0|activity=Investigate|site=2|visits=1
10.994,-9.500,0.102,9.000,alert|wait=7.87|panic=0.00|target=1|speed=0.00|near=False|yaw=258.9|peeing=False|peeCooldown=112.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
11.097,-9.500,0.102,9.000,alert|wait=7.87|panic=0.00|target=1|speed=0.00|near=False|yaw=244.9|peeing=False|peeCooldown=112.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
11.199,-9.500,0.102,8.999,alert|wait=7.87|panic=0.00|target=1|speed=0.03|near=False|yaw=231.2|peeing=False|peeCooldown=112.4|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
11.300,-9.497,0.102,8.993,walk|wait=7.87|panic=0.00|target=1|speed=0.10|near=False|yaw=217.6|peeing=False|peeCooldown=112.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
11.401,-9.490,0.102,8.980,walk|wait=7.87|panic=0.00|target=1|speed=0.18|near=False|yaw=203.9|peeing=False|peeCooldown=112.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
11.511,-9.479,0.102,8.958,walk|wait=7.87|panic=0.00|target=1|speed=0.26|near=False|yaw=189.1|peeing=False|peeCooldown=112.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
11.613,-9.465,0.102,8.930,walk|wait=7.87|panic=0.00|target=1|speed=0.34|near=False|yaw=175.5|peeing=False|peeCooldown=112.0|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
11.715,-9.447,0.102,8.895,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=161.6|peeing=False|peeCooldown=111.9|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
11.816,-9.429,0.102,8.859,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=111.8|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
11.920,-9.411,0.102,8.821,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=111.7|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
12.022,-9.393,0.102,8.785,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=111.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
12.131,-9.373,0.102,8.746,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
12.235,-9.354,0.102,8.709,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=111.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
12.337,-9.336,0.102,8.673,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=111.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
12.439,-9.318,0.102,8.636,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=111.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
12.541,-9.300,0.102,8.599,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=111.0|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
12.647,-9.281,0.102,8.561,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=110.9|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
12.752,-9.262,0.102,8.524,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=110.8|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
12.853,-9.244,0.102,8.488,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=110.7|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
12.957,-9.225,0.102,8.450,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=110.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.058,-9.207,0.102,8.414,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=110.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.161,-9.189,0.102,8.377,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=110.4|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.264,-9.170,0.102,8.341,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=110.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.369,-9.152,0.102,8.303,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=110.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.471,-9.133,0.102,8.267,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=110.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.586,-9.113,0.102,8.226,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=110.0|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.689,-9.094,0.102,8.189,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=109.9|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.792,-9.076,0.102,8.152,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=109.8|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.896,-9.057,0.102,8.115,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=109.7|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
13.997,-9.039,0.102,8.078,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=109.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.098,-9.021,0.102,8.042,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=109.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.201,-9.003,0.102,8.006,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=153.4|peeing=False|peeCooldown=109.4|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.306,-9.000,0.102,7.968,walk|wait=7.87|panic=0.00|target=1|speed=0.38|near=False|yaw=165.2|peeing=False|peeCooldown=109.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.408,-9.000,0.102,7.928,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=178.9|peeing=False|peeCooldown=109.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.510,-9.000,0.102,7.887,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=109.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.616,-9.000,0.102,7.845,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=109.0|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.717,-9.000,0.102,7.804,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=108.9|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.819,-9.000,0.102,7.763,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=108.8|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
14.928,-9.000,0.102,7.720,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=108.7|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.031,-9.000,0.102,7.679,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=108.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.133,-9.000,0.102,7.638,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=108.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.237,-9.000,0.102,7.596,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=108.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.338,-9.000,0.102,7.556,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=108.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.444,-9.000,0.102,7.514,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=108.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.545,-9.000,0.102,7.481,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=108.0|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.646,-9.000,0.102,7.441,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=107.9|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.752,-9.000,0.102,7.399,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=107.8|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.853,-9.000,0.102,7.358,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=107.7|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
15.959,-9.000,0.102,7.316,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=107.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.059,-9.000,0.102,7.276,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=107.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.160,-9.000,0.102,7.235,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=107.4|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.264,-9.000,0.102,7.194,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=107.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.370,-9.000,0.102,7.151,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=107.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.472,-9.000,0.102,7.110,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=107.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.573,-9.000,0.102,7.070,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=107.0|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.683,-9.000,0.102,7.026,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=106.9|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.786,-9.000,0.102,6.985,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=106.8|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.887,-9.000,0.102,6.945,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=106.7|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
16.988,-9.000,0.102,6.904,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=106.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
17.091,-9.000,0.102,6.863,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=106.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
17.192,-9.000,0.102,6.822,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=106.4|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
17.303,-9.000,0.102,6.778,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=106.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
17.411,-9.000,0.102,6.735,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=106.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
17.515,-9.000,0.102,6.694,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=106.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
17.617,-9.000,0.102,6.653,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=106.0|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
17.720,-9.000,0.102,6.611,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=105.9|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
17.825,-9.000,0.102,6.569,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=105.8|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
17.925,-9.000,0.102,6.530,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=105.7|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
18.027,-9.000,0.102,6.500,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=105.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
18.128,-9.000,0.102,6.460,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=105.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
18.235,-9.000,0.102,6.417,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=105.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
18.342,-9.000,0.102,6.374,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=105.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
18.445,-9.000,0.102,6.333,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=105.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
18.552,-9.000,0.102,6.290,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=105.0|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
18.654,-9.000,0.102,6.249,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=104.9|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
18.754,-9.000,0.102,6.209,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=104.8|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
18.858,-9.000,0.102,6.168,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=104.7|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
18.961,-9.000,0.102,6.127,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=104.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
19.063,-9.000,0.102,6.086,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=104.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
19.164,-9.000,0.102,6.045,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=104.4|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
19.266,-9.000,0.102,6.004,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=104.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
19.368,-9.000,0.102,5.964,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=104.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
19.470,-9.000,0.102,5.923,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=104.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
19.573,-9.000,0.102,5.882,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=104.0|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
19.677,-9.000,0.102,5.840,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=103.9|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
19.782,-9.000,0.102,5.798,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=103.8|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
19.882,-9.000,0.102,5.758,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=103.7|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
19.985,-9.000,0.102,5.717,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=103.6|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
20.088,-9.000,0.102,5.676,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=103.5|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
20.192,-9.000,0.102,5.634,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=103.4|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
20.292,-9.000,0.102,5.594,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=103.3|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
20.393,-9.000,0.102,5.554,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=103.2|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
20.494,-9.000,0.102,5.513,walk|wait=7.87|panic=0.00|target=1|speed=0.40|near=False|yaw=180.0|peeing=False|peeCooldown=103.1|aerial=False|glide=False|legs=0|activity=Transit|site=1|visits=1
20.595,-9.000,0.102,5.524,run|wait=7.87|panic=2.35|target=1|speed=0.06|near=True|yaw=158.0|peeing=False|peeCooldown=103.0|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
20.695,-9.000,0.102,5.524,alert|wait=7.87|panic=2.25|target=1|speed=0.00|near=True|yaw=132.2|peeing=False|peeCooldown=102.9|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
20.797,-9.000,0.102,5.524,alert|wait=7.87|panic=2.14|target=1|speed=0.00|near=True|yaw=105.6|peeing=False|peeCooldown=102.8|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
20.899,-9.000,0.102,5.525,run|wait=7.87|panic=2.04|target=1|speed=0.06|near=True|yaw=79.1|peeing=False|peeCooldown=102.7|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
21.001,-9.000,0.102,5.553,run|wait=7.87|panic=1.94|target=1|speed=0.47|near=True|yaw=52.5|peeing=False|peeCooldown=102.6|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
21.102,-9.000,0.102,5.621,run|wait=7.87|panic=1.84|target=1|speed=0.87|near=True|yaw=26.5|peeing=False|peeCooldown=102.5|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
21.206,-9.000,0.102,5.734,run|wait=7.87|panic=1.74|target=1|speed=1.29|near=True|yaw=0.0|peeing=False|peeCooldown=102.4|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
21.307,-9.000,0.102,5.887,run|wait=7.87|panic=1.63|target=1|speed=1.70|near=True|yaw=0.0|peeing=False|peeCooldown=102.3|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
21.409,-9.000,0.102,6.073,run|wait=7.87|panic=1.53|target=1|speed=2.09|near=True|yaw=0.0|peeing=False|peeCooldown=102.2|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
21.514,-9.000,0.102,6.303,run|wait=7.87|panic=1.43|target=1|speed=2.20|near=True|yaw=0.0|peeing=False|peeCooldown=102.1|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
21.616,-9.000,0.102,6.527,run|wait=7.87|panic=1.33|target=1|speed=2.20|near=True|yaw=0.0|peeing=False|peeCooldown=102.0|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
21.721,-9.000,0.102,6.758,run|wait=7.87|panic=1.22|target=1|speed=2.20|near=True|yaw=0.0|peeing=False|peeCooldown=101.9|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
21.822,-9.000,0.102,6.981,run|wait=7.87|panic=1.12|target=1|speed=2.20|near=True|yaw=0.0|peeing=False|peeCooldown=101.8|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
21.922,-9.000,0.102,7.193,run|wait=7.87|panic=1.02|target=1|speed=2.20|near=True|yaw=0.0|peeing=False|peeCooldown=101.7|aerial=False|glide=False|legs=0|activity=Retreat|site=1|visits=1
