bird,view,seconds,x,y,z,visible,state
maya,before,1.738,-3.000,2.134,6.710,True,fly|wait=28.84|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.847,-3.000,2.456,7.139,True,fly|wait=28.84|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,1.948,-3.000,2.833,7.642,True,fly|wait=28.84|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,2.052,-3.000,3.062,7.946,True,fly|wait=28.84|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=3|landings=0
maya,before,2.159,-3.000,3.102,8.000,False,fly|wait=18.39|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.259,-3.000,3.102,8.000,False,fly|wait=18.29|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.360,-3.000,3.102,8.000,False,fly|wait=18.19|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.467,-3.000,3.102,8.000,False,fly|wait=18.08|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.568,-3.000,3.102,8.000,False,fly|wait=17.95|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.671,-3.000,3.102,8.000,False,fly|wait=17.88|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.772,-3.000,3.102,8.000,False,fly|wait=17.75|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.879,-3.000,3.102,8.000,False,fly|wait=17.67|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,2.982,-3.000,3.102,8.000,False,fly|wait=17.56|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.085,-3.000,3.102,8.000,False,fly|wait=17.46|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.198,-3.000,3.102,8.000,False,fly|wait=17.36|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.298,-3.000,3.102,8.000,False,fly|wait=17.25|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.404,-3.000,3.102,8.000,False,fly|wait=17.15|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.510,-3.000,3.102,8.000,False,fly|wait=17.04|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.614,-3.000,3.102,8.000,False,fly|wait=16.91|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.717,-3.000,3.102,8.000,False,fly|wait=16.80|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.818,-3.000,3.102,8.000,False,fly|wait=16.70|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,3.919,-3.000,3.102,8.000,False,fly|wait=16.60|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.019,-3.000,3.102,8.000,False,fly|wait=16.50|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.122,-3.000,3.102,8.000,False,fly|wait=16.43|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.222,-3.000,3.102,8.000,False,fly|wait=16.32|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.332,-3.000,3.102,8.000,False,fly|wait=16.22|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.433,-3.000,3.102,8.000,False,fly|wait=16.09|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.535,-3.000,3.102,8.000,False,fly|wait=16.01|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.637,-3.000,3.102,8.000,False,fly|wait=15.88|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.742,-3.000,3.102,8.000,False,fly|wait=15.81|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.843,-3.000,3.102,8.000,False,fly|wait=15.68|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,4.945,-3.000,3.102,8.000,False,fly|wait=15.60|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.051,-3.000,3.102,8.000,False,fly|wait=15.50|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.153,-3.000,3.102,8.000,False,fly|wait=15.37|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.257,-3.000,3.102,8.000,False,fly|wait=15.29|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.364,-3.000,3.102,8.000,False,fly|wait=15.19|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.464,-3.000,3.102,8.000,False,fly|wait=15.06|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.567,-3.000,3.102,8.000,False,fly|wait=14.95|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.677,-3.000,3.102,8.000,False,fly|wait=14.87|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.777,-3.000,3.102,8.000,False,fly|wait=14.76|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.885,-3.000,3.102,8.000,False,fly|wait=14.66|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,before,5.986,-3.000,3.102,8.000,False,fly|wait=14.54|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=153.2|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=-1|birdPhase=0|landings=0
maya,after,0.000,-3.000,0.102,4.000,True,idle|wait=29.97|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.101,-3.000,0.102,4.000,True,idle|wait=29.81|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.203,-3.000,0.102,4.000,True,idle|wait=29.71|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.305,-3.000,0.102,4.000,True,idle|wait=29.60|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.406,-3.000,0.102,4.000,True,idle|wait=29.50|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.507,-3.000,0.102,4.000,True,idle|wait=29.43|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.610,-3.000,0.102,4.000,True,idle|wait=29.30|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.711,-3.000,0.102,4.000,True,idle|wait=29.23|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.816,-3.000,0.102,4.000,True,idle|wait=29.13|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,0.921,-3.000,0.102,4.000,True,idle|wait=29.02|panic=0.00|target=1|speed=0.00|near=False|yaw=0.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=2|landings=0
maya,after,1.025,-3.000,0.102,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=0.00|near=True|yaw=0.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.127,-3.427,0.255,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=4.28|near=True|yaw=295.7|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.227,-3.837,0.404,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=4.40|near=True|yaw=277.9|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.330,-4.266,0.560,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=4.51|near=True|yaw=272.3|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.431,-4.706,0.720,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=4.64|near=False|yaw=270.7|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.534,-5.023,0.837,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=4.72|near=False|yaw=270.3|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.636,-5.487,1.007,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=4.83|near=False|yaw=270.1|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.740,-5.969,1.185,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=4.94|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.841,-6.448,1.362,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.04|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,1.942,-7.061,1.589,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.15|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.045,-7.453,1.734,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.24|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.155,-7.976,1.927,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.33|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.255,-8.504,2.123,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.41|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.371,-9.046,2.323,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.49|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.472,-9.734,2.578,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.59|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.574,-10.278,2.779,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.66|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.675,-10.814,2.976,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.72|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.777,-11.356,3.176,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.77|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.881,-11.748,3.319,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.82|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,2.985,-12.478,3.586,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.88|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.086,-13.066,3.801,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.93|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.187,-13.629,4.005,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=5.97|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.288,-14.199,4.211,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.01|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.401,-14.685,4.386,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.04|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.511,-15.299,4.606,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.07|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.617,-15.916,4.825,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.10|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.720,-16.513,5.037,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.12|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.823,-17.266,5.302,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.14|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,3.923,-17.684,5.448,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.15|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.024,-18.416,5.702,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.16|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.127,-19.034,5.914,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.17|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.228,-19.629,6.117,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.17|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.333,-20.092,6.273,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.16|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.445,-20.722,6.485,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.15|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.550,-21.354,6.694,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.14|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
maya,after,4.657,-21.938,6.886,4.000,True,fly|wait=28.89|panic=0.00|target=1|speed=6.12|near=False|yaw=270.0|peeing=False|peeCooldown=111.5|aerial=False|glide=False|legs=0|activity=Watch|site=-1|visits=0|perch=0|birdPhase=3|landings=0
