time,speed,charging,power,yaw,pitch,held
2.0906,2.0000,True,0.6288,0.03109,0.04502,True
2.0921,2.0000,True,0.6296,0.03114,0.04513,True
2.0940,2.0000,True,0.6304,0.03119,0.04521,True
2.1404,2.0000,True,0.6487,0.03330,0.04196,True
2.1427,2.0000,True,0.6496,0.03342,0.04155,True
2.1442,2.0000,True,0.6505,0.03353,0.04117,True
2.1904,2.0000,True,0.6687,0.03476,0.02990,True
2.1920,2.0000,True,0.6696,0.03473,0.02923,True
2.1936,2.0000,True,0.6703,0.03470,0.02873,True
2.1950,2.0000,True,0.6708,0.03468,0.02834,True
2.2420,2.0000,True,0.6893,0.03055,0.01449,True
2.2435,2.0000,True,0.6901,0.03020,0.01390,True
2.2460,2.0000,True,0.6912,0.02974,0.01317,True
2.2917,2.0000,True,0.7092,0.01789,0.00259,True
2.2935,2.0000,True,0.7102,0.01711,0.00217,True
2.2948,2.0000,True,0.7107,0.01660,0.00192,True
2.2960,2.0000,True,0.7112,0.01616,0.00170,True
2.2971,2.0000,True,0.7117,0.01577,0.00151,True
2.3427,2.0000,True,0.7294,-0.00265,-0.00386,True
2.3446,2.0000,True,0.7306,-0.00400,-0.00407,True
2.3460,2.0000,True,0.7312,-0.00473,-0.00418,True
2.3476,2.0000,True,0.7318,-0.00544,-0.00429,True
2.3935,2.0000,True,0.7499,-0.02623,-0.00616,True
2.3951,2.0000,True,0.7508,-0.02716,-0.00622,True
2.3969,2.0000,True,0.7515,-0.02800,-0.00628,True
2.3981,2.0000,True,0.7521,-0.02856,-0.00631,True
2.4447,2.0000,True,0.7701,-0.04426,-0.00829,True
2.4465,2.0000,True,0.7714,-0.04508,-0.00853,True
2.4477,2.0000,True,0.7719,-0.04540,-0.00863,True
2.4488,2.0000,True,0.7724,-0.04565,-0.00871,True
2.4959,2.0000,True,0.7909,-0.04997,-0.01429,True
2.4973,2.0000,True,0.7917,-0.04986,-0.01462,True
2.4990,2.0000,True,0.7924,-0.04975,-0.01490,True
2.5462,2.0000,True,0.8110,-0.03957,-0.02451,True
2.5480,2.0000,True,0.8119,-0.03876,-0.02503,True
2.5496,2.0000,True,0.8126,-0.03812,-0.02543,True
2.5955,2.0000,True,0.8307,-0.01648,-0.03581,True
2.5973,2.0000,True,0.8317,-0.01505,-0.03634,True
2.5988,2.0000,True,0.8323,-0.01415,-0.03667,True
2.5998,2.0000,True,0.8328,-0.01350,-0.03690,True
2.6470,2.0000,True,0.8513,0.01430,-0.04371,True
2.6485,2.0000,True,0.8522,0.01554,-0.04387,True
2.6513,2.0000,True,0.8532,0.01708,-0.04403,True
2.6973,2.0000,True,0.8715,0.04070,-0.04256,True
2.6991,2.0000,True,0.8724,0.04169,-0.04225,True
2.7013,2.0000,True,0.8732,0.04252,-0.04196,True
2.7475,2.0000,True,0.8915,0.05491,-0.03102,True
2.7492,2.0000,True,0.8924,0.05517,-0.03028,True
2.7506,2.0000,True,0.8930,0.05532,-0.02978,True
2.7521,2.0000,True,0.8936,0.05546,-0.02927,True
2.7999,2.0000,True,0.9125,0.05206,-0.01071,True
2.8022,2.0000,True,0.9134,0.05153,-0.00973,True
2.8510,2.0000,True,0.9329,0.03349,0.01096,True
2.8527,2.0000,True,0.9339,0.03232,0.01191,True
2.9000,2.0000,True,0.9524,0.00730,0.02734,True
2.9020,2.0000,True,0.9534,0.00590,0.02798,True
2.9033,2.0000,True,0.9542,0.00488,0.02842,True
2.9511,2.0000,True,0.9730,-0.02025,0.03600,True
2.9527,2.0000,True,0.9738,-0.02122,0.03615,True
2.9546,2.0000,True,0.9746,-0.02216,0.03628,True
3.0021,2.0000,True,0.9931,-0.03944,0.03600,True
3.0041,2.0000,True,0.9944,-0.04030,0.03579,True
3.0056,2.0000,True,0.9951,-0.04070,0.03567,True
3.0509,2.0000,True,1.0000,-0.04700,0.03120,True
3.0525,2.0000,True,1.0000,-0.04708,0.03094,True
3.0538,2.0000,True,1.0000,-0.04711,0.03078,True
3.0549,2.0000,True,1.0000,-0.04713,0.03064,True
3.0565,2.0000,True,1.0000,-0.04715,0.03048,True
3.1040,2.0000,True,1.0000,-0.04352,0.02565,True
3.1060,2.0000,True,1.0000,-0.04311,0.02543,True
3.1076,2.0000,True,1.0000,-0.04282,0.02529,True
3.1536,2.0000,True,1.0000,-0.03372,0.02303,True
3.1558,2.0000,True,1.0000,-0.03299,0.02296,True
3.1572,2.0000,True,1.0000,-0.03265,0.02293,True
3.1585,2.0000,True,1.0000,-0.03237,0.02290,True
3.2055,2.0000,True,1.0000,-0.02221,0.02264,True
3.2071,2.0000,True,1.0000,-0.02179,0.02264,True
3.2088,2.0000,True,1.0000,-0.02144,0.02263,True
3.2557,2.0000,True,1.0000,-0.01383,0.02140,True
3.2576,2.0000,True,1.0000,-0.01350,0.02124,True
3.2591,2.0000,True,1.0000,-0.01330,0.02114,True
3.3060,2.0000,True,1.0000,-0.00859,0.01548,True
3.3078,2.0000,False,0.0000,0.00000,0.00000,False
3.3093,2.0000,False,0.0000,0.00000,0.00000,False
3.3547,2.0000,False,0.0000,0.00000,0.00000,False
3.3564,2.0000,False,0.0000,0.00000,0.00000,False
3.3578,2.0000,False,0.0000,0.00000,0.00000,False
3.3591,2.0000,False,0.0000,0.00000,0.00000,False
3.3608,2.0000,False,0.0000,0.00000,0.00000,False
3.4075,2.0000,False,0.0000,0.00000,0.00000,False
3.4094,2.0000,False,0.0000,0.00000,0.00000,False
3.4108,2.0000,False,0.0000,0.00000,0.00000,False
3.4567,2.0000,False,0.0000,0.00000,0.00000,False
3.4582,2.0000,False,0.0000,0.00000,0.00000,False
3.4594,2.0000,False,0.0000,0.00000,0.00000,False
3.4608,2.0000,False,0.0000,0.00000,0.00000,False
3.4620,2.0000,False,0.0000,0.00000,0.00000,False
3.5090,2.0000,False,0.0000,0.00000,0.00000,False
3.5104,2.0000,False,0.0000,0.00000,0.00000,False
3.5121,2.0000,False,0.0000,0.00000,0.00000,False
3.5579,2.0000,False,0.0000,0.00000,0.00000,False
3.5596,2.0000,False,0.0000,0.00000,0.00000,False
3.5617,2.0000,False,0.0000,0.00000,0.00000,False
3.5629,2.0000,False,0.0000,0.00000,0.00000,False
3.6092,2.0000,False,0.0000,0.00000,0.00000,False
3.6106,2.0000,False,0.0000,0.00000,0.00000,False
3.6119,2.0000,False,0.0000,0.00000,0.00000,False
3.6131,2.0000,False,0.0000,0.00000,0.00000,False
3.6596,2.0000,False,0.0000,0.00000,0.00000,False
3.6615,2.0000,False,0.0000,0.00000,0.00000,False
3.6634,2.0000,False,0.0000,0.00000,0.00000,False
3.7094,2.0000,False,0.0000,0.00000,0.00000,False
3.7111,2.0000,False,0.0000,0.00000,0.00000,False
3.7126,2.0000,False,0.0000,0.00000,0.00000,False
3.7141,2.0000,False,0.0000,0.00000,0.00000,False
3.7597,2.0000,False,0.0000,0.00000,0.00000,False
3.7617,2.0000,False,0.0000,0.00000,0.00000,False
3.7629,2.0000,False,0.0000,0.00000,0.00000,False
3.7642,2.0000,False,0.0000,0.00000,0.00000,False
3.8098,2.0000,False,0.0000,0.00000,0.00000,False
3.8114,2.0000,False,0.0000,0.00000,0.00000,False
3.8125,2.0000,False,0.0000,0.00000,0.00000,False
3.8140,2.0000,False,0.0000,0.00000,0.00000,False
3.8155,2.0000,False,0.0000,0.00000,0.00000,False
3.8770,2.0000,False,0.0000,0.00000,0.00000,False
3.9607,2.0000,False,0.0000,0.00000,0.00000,False
4.0143,2.0000,False,0.0000,0.00000,0.00000,False
4.0636,2.0000,False,0.0000,0.00000,0.00000,False
4.0659,2.0000,False,0.0000,0.00000,0.00000,False
4.1179,2.0000,False,0.0000,0.00000,0.00000,False
4.1680,2.0000,False,0.0000,0.00000,0.00000,False
4.2182,2.0000,False,0.0000,0.00000,0.00000,False
4.2671,2.0000,False,0.0000,0.00000,0.00000,False
4.2689,2.0000,False,0.0000,0.00000,0.00000,False
4.3167,2.0000,False,0.0000,0.00000,0.00000,False
4.3185,2.0000,False,0.0000,0.00000,0.00000,False
4.3198,2.0000,False,0.0000,0.00000,0.00000,False
4.3656,2.0000,False,0.0000,0.00000,0.00000,False
4.3680,2.0000,False,0.0000,0.00000,0.00000,False
4.3692,2.0000,False,0.0000,0.00000,0.00000,False
4.3702,2.0000,False,0.0000,0.00000,0.00000,False
4.4169,2.0000,False,0.0000,0.00000,0.00000,False
4.4185,2.0000,False,0.0000,0.00000,0.00000,False
4.4204,2.0000,False,0.0000,0.00000,0.00000,False
4.4669,2.0000,False,0.0000,0.00000,0.00000,False
4.4688,2.0000,False,0.0000,0.00000,0.00000,False
4.4705,2.0000,False,0.0000,0.00000,0.00000,False
4.5170,2.0000,False,0.0000,0.00000,0.00000,False
4.5189,2.0000,False,0.0000,0.00000,0.00000,False
4.5202,2.0000,False,0.0000,0.00000,0.00000,False
4.5213,2.0000,False,0.0000,0.00000,0.00000,False
4.5679,2.0000,False,0.0000,0.00000,0.00000,False
4.5693,2.0000,False,0.0000,0.00000,0.00000,False
4.5706,2.0000,False,0.0000,0.00000,0.00000,False
4.5721,2.0000,False,0.0000,0.00000,0.00000,False
4.6185,2.0000,False,0.0000,0.00000,0.00000,False
4.6202,2.0000,False,0.0000,0.00000,0.00000,False
4.6219,2.0000,False,0.0000,0.00000,0.00000,False
4.6230,2.0000,False,0.0000,0.00000,0.00000,False
4.6690,2.0000,False,0.0000,0.00000,0.00000,False
4.6707,2.0000,False,0.0000,0.00000,0.00000,False
4.6727,2.0000,False,0.0000,0.00000,0.00000,False
4.6743,2.0000,False,0.0000,0.00000,0.00000,False
4.7208,2.0000,False,0.0000,0.00000,0.00000,False
4.7224,2.0000,False,0.0000,0.00000,0.00000,False
4.7243,2.0000,False,0.0000,0.00000,0.00000,False
4.7704,2.0000,False,0.0000,0.00000,0.00000,False
4.7723,2.0000,False,0.0000,0.00000,0.00000,False
4.7738,2.0000,False,0.0000,0.00000,0.00000,False
4.7749,2.0000,False,0.0000,0.00000,0.00000,False
