sample,real_seconds,simulation_seconds,round_left,gc0,gc1,gc2
164,1.151186,16.140630,89.600070,140,140,140
165,1.153131,16.140630,89.600070,140,140,140
166,1.167816,16.140630,89.600070,140,140,140
167,1.169888,16.140630,89.600070,140,140,140
168,1.172646,16.140630,89.600070,140,140,140
169,1.184431,16.140630,89.600070,140,140,140
170,1.186363,16.140630,89.600070,140,140,140
171,1.189571,16.140630,89.600070,140,140,140
172,1.201132,16.140630,89.600070,140,140,140
173,1.203148,16.140630,89.600070,140,140,140
174,1.205971,16.140630,89.600070,140,140,140
175,1.217810,16.140630,89.600070,140,140,140
176,1.219805,16.140630,89.600070,140,140,140
177,1.234495,16.140630,89.600070,140,140,140
178,1.237066,16.140630,89.600070,140,140,140
179,1.239988,16.140630,89.600070,140,140,140
180,1.251194,16.140630,89.600070,140,140,140
181,1.253168,16.140630,89.600070,140,140,140
182,1.256243,16.140630,89.600070,140,140,140
183,1.267836,16.140630,89.600070,140,140,140
184,1.269829,16.140630,89.600070,140,140,140
185,1.284609,16.140630,89.600070,140,140,140
186,1.287357,16.140630,89.600070,140,140,140
187,1.291214,16.140630,89.600070,140,140,140
188,1.293495,16.140630,89.600070,140,140,140
189,1.301645,16.140630,89.600070,140,140,140
190,1.303638,16.140630,89.600070,140,140,140
191,1.317886,16.140630,89.600070,140,140,140
192,1.319880,16.140630,89.600070,140,140,140
193,1.322735,16.140630,89.600070,140,140,140
194,1.324884,16.140630,89.600070,140,140,140
195,1.334560,16.140630,89.600070,140,140,140
196,1.336889,16.140630,89.600070,140,140,140
197,1.351194,16.140630,89.600070,140,140,140
198,1.353146,16.140630,89.600070,140,140,140
199,1.356041,16.140630,89.600070,140,140,140
200,1.358202,16.140630,89.600070,140,140,140
201,1.367987,16.140630,89.600070,140,140,140
202,1.369907,16.140630,89.600070,140,140,140
203,1.384562,16.140630,89.600070,140,140,140
204,1.386547,16.140630,89.600070,140,140,140
205,1.389395,16.140630,89.600070,140,140,140
206,1.391613,16.140630,89.600070,140,140,140
207,1.401272,16.140630,89.600070,140,140,140
208,1.403212,16.140630,89.600070,140,140,140
209,1.417990,16.140630,89.600070,140,140,140
210,1.420441,16.140630,89.600070,140,140,140
211,1.423700,16.140630,89.600070,140,140,140
212,1.426283,16.140630,89.600070,140,140,140
213,1.434689,16.140630,89.600070,140,140,140
214,1.436848,16.140630,89.600070,140,140,140
215,1.451260,16.140630,89.600070,140,140,140
216,1.453180,16.140630,89.600070,140,140,140
217,1.455992,16.140630,89.600070,140,140,140
218,1.458227,16.140630,89.600070,140,140,140
219,1.468008,16.140630,89.600070,140,140,140
220,1.470016,16.140630,89.600070,140,140,140
221,1.484686,16.140630,89.600070,140,140,140
222,1.486641,16.140630,89.600070,140,140,140
223,1.489397,16.140630,89.600070,140,140,140
224,1.491383,16.140630,89.600070,140,140,140
225,1.501392,16.140630,89.600070,140,140,140
