sample,real_seconds,simulation_seconds,round_left,gc0,gc1,gc2
50,0.430454,25.768230,89.620060,271,271,271
51,0.433773,25.768230,89.620060,271,271,271
52,0.447052,25.768230,89.620060,271,271,271
53,0.450382,25.768230,89.620060,271,271,271
54,0.463703,25.768230,89.620060,271,271,271
55,0.467049,25.768230,89.620060,271,271,271
56,0.480541,25.768230,89.620060,272,272,272
57,0.483841,25.768230,89.620060,272,272,272
58,0.497067,25.768230,89.620060,272,272,272
59,0.500389,25.768230,89.620060,272,272,272
60,0.513760,25.768230,89.620060,272,272,272
61,0.517082,25.768230,89.620060,272,272,272
62,0.530529,25.768230,89.620060,272,272,272
63,0.533814,25.768230,89.620060,272,272,272
64,0.547096,25.768230,89.620060,272,272,272
65,0.550415,25.768230,89.620060,272,272,272
66,0.563778,25.768230,89.620060,272,272,272
67,0.567123,25.768230,89.620060,272,272,272
68,0.580410,25.768230,89.620060,272,272,272
69,0.583740,25.768230,89.620060,272,272,272
70,0.597210,25.768230,89.620060,272,272,272
71,0.600552,25.768230,89.620060,272,272,272
72,0.613892,25.768230,89.620060,272,272,272
73,0.617237,25.768230,89.620060,272,272,272
74,0.630589,25.768230,89.620060,272,272,272
75,0.633919,25.768230,89.620060,272,272,272
76,0.647259,25.768230,89.620060,272,272,272
77,0.650578,25.768230,89.620060,272,272,272
78,0.663963,25.768230,89.620060,272,272,272
79,0.667313,25.768230,89.620060,272,272,272
80,0.680603,25.768230,89.620060,272,272,272
81,0.683941,25.768230,89.620060,272,272,272
82,0.697273,25.768230,89.620060,272,272,272
83,0.700600,25.768230,89.620060,272,272,272
84,0.714077,25.768230,89.620060,272,272,272
85,0.717423,25.768230,89.620060,272,272,272
86,0.730686,25.768230,89.620060,272,272,272
87,0.733994,25.768230,89.620060,272,272,272
88,0.747368,25.768230,89.620060,272,272,272
89,0.750725,25.768230,89.620060,272,272,272
90,0.764057,25.768230,89.620060,272,272,272
91,0.767387,25.768230,89.620060,272,272,272
92,0.780418,25.768230,89.620060,272,272,272
93,0.783749,25.768230,89.620060,272,272,272
94,0.797428,25.768230,89.620060,272,272,272
95,0.800785,25.768230,89.620060,272,272,272
96,0.814083,25.768230,89.620060,272,272,272
97,0.817398,25.768230,89.620060,272,272,272
98,0.830524,25.768230,89.620060,272,272,272
99,0.833824,25.768230,89.620060,272,272,272
100,0.847481,25.768230,89.620060,272,272,272
101,0.850822,25.768230,89.620060,272,272,272
102,0.864399,25.768230,89.620060,272,272,272
103,0.867714,25.768230,89.620060,272,272,272
104,0.880821,25.768230,89.620060,272,272,272
105,0.884140,25.768230,89.620060,272,272,272
106,0.897465,25.768230,89.620060,272,272,272
107,0.900795,25.768230,89.620060,272,272,272
108,0.914177,25.768230,89.620060,272,272,272
109,0.917519,25.768230,89.620060,272,272,272
110,0.930878,25.768230,89.620060,272,272,272
111,0.934193,25.768230,89.620060,272,272,272
112,0.947510,25.768230,89.620060,272,272,272
113,0.950970,25.768230,89.620060,272,272,272
114,0.964214,25.768230,89.620060,272,272,272
115,0.967583,25.768230,89.620060,272,272,272
116,0.981075,25.768230,89.620060,272,272,272
117,0.984375,25.768230,89.620060,272,272,272
118,0.997601,25.768230,89.620060,272,272,272
119,1.000942,25.768230,89.620060,272,272,272
120,1.014297,25.768230,89.620060,272,272,272
121,1.017574,25.768230,89.620060,272,272,272
122,1.031078,25.768230,89.620060,272,272,272
123,1.034542,25.768230,89.620060,272,272,272
124,1.048317,25.768230,89.620060,272,272,272
125,1.051712,25.768230,89.620060,272,272,272
126,1.064453,25.768230,89.620060,272,272,272
127,1.067745,25.768230,89.620060,272,272,272
128,1.081139,25.768230,89.620060,272,272,272
129,1.084423,25.768230,89.620060,272,272,272
130,1.097507,25.768230,89.620060,272,272,272
131,1.100872,25.768230,89.620060,272,272,272
132,1.114475,25.768230,89.620060,272,272,272
133,1.117802,25.768230,89.620060,272,272,272
134,1.131138,25.768230,89.620060,272,272,272
135,1.134552,25.768230,89.620060,272,272,272
136,1.147522,25.768230,89.620060,272,272,272
137,1.150875,25.768230,89.620060,272,272,272
138,1.164463,25.768230,89.620060,272,272,272
139,1.167824,25.768230,89.620060,272,272,272
140,1.181168,25.768230,89.620060,272,272,272
141,1.184525,25.768230,89.620060,272,272,272
142,1.197849,25.768230,89.620060,272,272,272
143,1.201176,25.768230,89.620060,272,272,272
144,1.214546,25.768230,89.620060,272,272,272
145,1.217857,25.768230,89.620060,272,272,272
146,1.231293,25.768230,89.620060,272,272,272
147,1.234619,25.768230,89.620060,272,272,272
148,1.247921,25.768230,89.620060,272,272,272
149,1.251213,25.768230,89.620060,272,272,272
150,1.264538,25.768230,89.620060,272,272,272
151,1.267853,25.768230,89.620060,272,272,272
152,1.281319,25.768230,89.620060,272,272,272
153,1.284645,25.768230,89.620060,272,272,272
154,1.297985,25.768230,89.620060,272,272,272
155,1.301292,25.768230,89.620060,272,272,272
156,1.314579,25.768230,89.620060,272,272,272
157,1.318027,25.768230,89.620060,272,272,272
158,1.331245,25.768230,89.620060,272,272,272
159,1.334591,25.768230,89.620060,272,272,272
160,1.347813,25.768230,89.620060,272,272,272
161,1.351131,25.768230,89.620060,272,272,272
162,1.364727,25.768230,89.620060,272,272,272
163,1.367977,25.768230,89.620060,272,272,272
164,1.381401,25.768230,89.620060,272,272,272
165,1.384777,25.768230,89.620060,272,272,272
166,1.397728,25.768230,89.620060,272,272,272
167,1.401058,25.768230,89.620060,272,272,272
168,1.414631,25.768230,89.620060,273,273,273
169,1.417988,25.768230,89.620060,273,273,273
170,1.431187,25.768230,89.620060,273,273,273
171,1.434547,25.768230,89.620060,273,273,273
172,1.447727,25.768230,89.620060,273,273,273
173,1.451107,25.768230,89.620060,273,273,273
174,1.464405,25.768230,89.620060,273,273,273
175,1.467731,25.768230,89.620060,273,273,273
176,1.481216,25.768230,89.620060,273,273,273
177,1.484566,25.768230,89.620060,273,273,273
178,1.497822,25.768230,89.620060,273,273,273
179,1.501183,25.768230,89.620060,273,273,273
